Valid,Comp,Source,RA,Dec,z,Cosmo,LDist,Type,Instrument,Line,Flux,Flux_err,Lum,Lum_err,FWHM,FWHM_err,Cont,Cont_err,LFIR,LFIR_err,LFIR_LIR,LFIR_LIR_err,LFIR_LIR_type,LIR,LIR_err,LIR_LFIR,LIR_LFIR_err,LIR_LFIR_type,Line_ref,Line_year,Line_ref_link,Cont_ref,Cont_year,Pub,Mag_min,Mag_max,Line_rf,Log_Lum,Log_Lum_me,Log_Lum_pe,
-,-,-,J2000.0,J2000.0,-,,[Mpc],-,-,-,[Jy km/s],[Jy km/s],[Lsun],[Lsun],[km/s],[km/s],[mJy],[mJy],[Lsun],[Lsun],[Lsun],[Lsun],,[Lsun],[Lsun],[Lsun],[Lsun],,-,-,-,-,-,-,-,-,[GHz],[Lsun],[Lsun],[Lsun],
X,C,J2057-0030-SMG-SW,"""20:57:24.315""","""-00:30:22.22""",4.6797,Vanilla,43146.7,SMG,ALMA,[CII]158um,0.37,0.07,2.40E+08,4.54E+07,336.3,68,0.17,0.06,,,,,,,,,,,Nguyen+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...895...74N/abstract,Nguyen+20,2020,1,1,1,1900.547,8.379683451,0.09108046935,0.07525095242,
S,C,J2057-0030-SMG,"""20:57:24.335""","""-00:30:19.95""",4.6797,Vanilla,43146.7,SMG,ALMA,[CII]158um,0.63,0.11,4.08E+08,7.13E+07,475.4,84,0.28,0.04,,,1.55E+12,4.65E+11,LIR,1.55E+12,4.65E+11,1.55E+12,4.65E+11,LIR,Nguyen+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...895...74N/abstract,Nguyen+20,2020,1,1,1,1900.547,8.610822276,0.08333720582,0.06989117028,
S,C,J2057-0030-SMG,"""20:57:24.335""","""-00:30:19.95""",4.6797,Vanilla,43146.7,SMG,ALMA,[CII]158um,1.58,0.22,1.02E+09,1.43E+08,343,69,1.48,0.33,,,1.55E+12,7.74E+11,LIR,1.55E+12,7.74E+11,1.55E+12,7.74E+11,LIR,Fuentealba-Fuentes+24,2024,https://ui.adsabs.harvard.edu/abs/2024A%26A...687A..62F/abstract,Fuentealba-Fuentes+24,2024,1,1,1,1900.547,9.010138813,0.06511817858,0.05661541815,
S,M,J2100-1715,"""21:00:54.70""","""-17:15:21.9""",6.0809,Vanilla,58614.7,QSO,ALMA,[CII]158um,1.09,0.08,1.05E+09,7.67E+07,,,0.46,0.07,6.80E+11,3.00E+10,6.80E+11,3.00E+10,LFIR,8.30E+11,3.70E+10,8.30E+11,3.70E+10,LIR,Walter+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...869L..22W/abstract,Walter+18,2018,1,1,1,1900.547,9.019263083,0.03310512416,0.03075936381,
S,M,J2100-1715,"""21:00:54.70""","""-17:15:21.9""",6.0809,Vanilla,58611.3,QSO,ALMA,[CII]158um,1.37,0.14,1.31E+09,1.34E+08,340,70,1.2,0.15,,,3.10E+12,4.00E+11,LIR,3.10E+12,4.00E+11,3.10E+12,4.00E+11,LIR,Decarli+17,2019,https://ui.adsabs.harvard.edu/abs/2017Natur.545..457D/abstract,Decarli+17,2019,1,1,1,1900.547,9.118506768,0.04681545572,0.04225638014,
S,M,J2100-1715,"""21:00:54.70""","""-17:15:21.9""",6.0809,Vanilla,58614.7,QSO,ALMA,[CII]158um,2.26,0.22,2.17E+09,2.11E+08,360,50,0.88,0.09,,,1.75E+12,4.00E+11,LIR,1.75E+12,4.00E+11,1.75E+12,4.00E+11,LIR,Neeleman+19,2019,https://ui.adsabs.harvard.edu/abs/2019ApJ...882...10N/abstract,Neeleman+19,2019,1,1,1,1900.547,9.335945024,0.04447827172,0.04034324168,
S,M,J2100-1715,"""21:00:54.70""","""-17:15:21.9""",6.0809,Vanilla,58614.7,QSO,ALMA,[CII]158um,2.16,0.28,2.07E+09,2.69E+08,382,0,0.52,0.06,5.89E+11,0.00E+00,5.89E+11,0.00E+00,LFIR,,,5.89E+11,0.00E+00,LFIR,Decarli+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...854...97D/abstract,Decarli+18,2018,1,1,1,1900.547,9.316290336,0.06029590189,0.05293607519,
S,M,J2100-1715,"""21:00:54.70""","""-17:15:21.9""",6.0809,Vanilla,58614.7,QSO,ALMA,[CII]158um,1.37,0.14,1.31E+09,1.34E+08,361,41,0.56,0.08,1.12E+12,1.60E+11,1.12E+12,1.60E+11,LFIR,,,1.12E+12,1.60E+11,LFIR,Venemans+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...904..130V/abstract,Venemans+20,2020,1,1,1,1900.547,9.118557152,0.04681545572,0.04225638014,
S,M,J2100-1715,"""21:00:54.70""","""-17:15:21.9""",6.0809,Vanilla,58614.7,QSO,ALMA,[OIII]88um,0.39,0.06,6.68E+08,1.03E+08,454,0,1.12,0.05,6.80E+11,3.00E+10,6.80E+11,3.00E+10,LFIR,8.30E+11,3.70E+10,8.30E+11,3.70E+10,LIR,Walter+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...869L..22W/abstract,Walter+18,2018,1,1,1,3393.01,8.824607718,0.07255066715,0.06214790675,
S,C,J2100-1715-C,"""21:00:55.456""","""-17:15:22.08""",6.0814,Vanilla,58620.3,SMG,ALMA,[CII]158um,1.89,0.21,1.81E+09,2.01E+08,,,1.37,0.14,1.55E+12,2.80E+10,1.55E+12,2.80E+10,LFIR,1.91E+12,3.30E+10,1.91E+12,3.30E+10,LIR,Walter+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...869L..22W/abstract,Walter+18,2018,1,1,1,1900.547,9.258350704,0.05115252245,0.04575749056,
S,C,J2100-1715-C,"""21:00:55.456""","""-17:15:22.08""",6.0814,Vanilla,58620.3,SMG,ALMA,[CII]158um,2.55,0.44,2.45E+09,4.22E+08,690,150,2.05,0.27,,,5.40E+12,7.00E+11,LIR,5.40E+12,7.00E+11,5.40E+12,7.00E+11,LIR,Decarli+17,2019,https://ui.adsabs.harvard.edu/abs/2017Natur.545..457D/abstract,Decarli+17,2019,1,1,1,1900.547,9.388429081,0.08225772514,0.06913100789,
S,C,J2100-1715-C,"""21:00:55.456""","""-17:15:22.08""",6.0814,Vanilla,58620.3,SMG,ALMA,[CII]158um,4.15,0.52,3.98E+09,4.99E+08,610,80,2.25,0.21,,,4.50E+12,1.00E+12,LIR,4.50E+12,1.00E+12,4.50E+12,1.00E+12,LIR,Neeleman+19,2019,https://ui.adsabs.harvard.edu/abs/2019ApJ...882...10N/abstract,Neeleman+19,2019,1,1,1,1900.547,9.599936997,0.05814147168,0.05126878385,
S,C,J2100-1715-C,"""21:00:55.456""","""-17:15:22.08""",6.0814,Vanilla,58620.3,SMG,ALMA,[OIII]88um,1.52,0.07,2.60E+09,1.20E+08,614,0,2.87,0.05,1.55E+12,2.80E+10,1.55E+12,2.80E+10,LFIR,1.91E+12,3.30E+10,1.91E+12,3.30E+10,LIR,Walter+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...869L..22W/abstract,Walter+18,2018,1,1,1,3393.01,9.415439014,0.02047558571,0.01955353638,
S,M,SPT2101-60,"""21:01:13.77""","""-60:48:56.2""",3.156,Vanilla,27013.5,SMG,ALMA,[CII]158um,9.3,13.8,3.23E+09,4.79E+09,353,189,,,4.95E+13,5.50E+12,4.95E+13,5.50E+12,LFIR,,,4.95E+13,5.50E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,5.5,5.5,1900.547,9.508881077,#NUM!,0.3951290313,
S,M,SPT2101-60,"""21:01:13.77""","""-60:48:56.2""",3.156,Vanilla,27013.5,SMG,ALMA,[NII]205um,5,1.8,1.33E+09,4.80E+08,682,273,,,4.95E+13,5.50E+12,4.95E+13,5.50E+12,LFIR,,,4.95E+13,5.50E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,5.5,5.5,1461.1318,9.125178912,0.193820026,0.1335389084,
S,M,SPT2103-60,"""21:03:30.90""","""-60:32:39.9""",4.4357,Vanilla,40507.3,SMG,ALMA,[CI]370um,4.59,1.23,1.17E+09,3.13E+08,,,,,3.90E+13,5.57E+12,3.90E+13,5.57E+12,LFIR,,,3.90E+13,5.57E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,26.1,29.6,809.34,9.066788143,0.1354734081,0.1031102991,
S,M,SPT2103-60,"""21:03:30.90""","""-60:32:39.9""",4.4357,Vanilla,40507.3,SMG,ALMA,[CI]609um,3.07,0.76,4.74E+08,1.17E+08,,,,,3.90E+13,5.57E+12,3.90E+13,5.57E+12,LFIR,,,3.90E+13,5.57E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,26.1,29.6,492.16,8.676089142,0.1235263956,0.09606039849,
S,M,SPT2103-60,"""21:03:30.90""","""-60:32:39.9""",4.4357,Vanilla,40507.3,SMG,ALMA,[CI]609um,3.24E+00,7.77E-01,5.00E+08,1.20E+08,,,,,4.10E+13,7.00E+12,4.10E+13,7.00E+12,LFIR,,,4.10E+13,7.00E+12,LFIR,Bothwell+17,2017,https://ui.adsabs.harvard.edu/abs/2017MNRAS.466.2825B/abstract,Bothwell+17,2017,1,26,29.6,492.16,8.698970004,0.1191864077,0.09342168516,
S,M,SPT2103-60,"""21:03:30.90""","""-60:32:39.9""",4.4357,Vanilla,40507.3,SMG,ALMA,[CII]158um,15.6,10.4,9.31E+09,6.21E+09,602,204,,,3.90E+13,5.57E+12,3.90E+13,5.57E+12,LFIR,,,3.90E+13,5.57E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,26.1,29.6,1900.547,9.968847665,0.4771212547,0.2218487496,
S,M,SPT2103-60,"""21:03:30.90""","""-60:32:39.9""",4.4357,Vanilla,40507.3,SMG,ALMA,[CII]158um,52,17.2,3.10E+10,1.03E+10,,,,,3.90E+13,5.57E+12,3.90E+13,5.57E+12,LFIR,,,3.90E+13,5.57E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,26.1,29.6,1900.547,10.49172641,0.1744240997,0.1241027508,
S,M,SPT2103-60,"""21:03:30.90""","""-60:32:39.9""",4.4357,Vanilla,40507.3,SMG,APEX,[CII]158um,129,18,7.70E+10,1.07E+10,780,,,,3.40E+13,2.00E+12,3.40E+13,2.00E+12,LFIR,,,3.40E+13,2.00E+12,LFIR,Gullberg+15,2015,https://ui.adsabs.harvard.edu/abs/2015MNRAS.449.2883G/abstract,Gullberg+15,2015,1,26,29.6,1900.547,10.88631278,0.06526673151,0.05672762445,
S,M,SPT2103-60,"""21:03:30.90""","""-60:32:39.9""",4.4357,Vanilla,40507.3,SMG,ALMA,[NII]205um,5.8,0.6,2.66E+09,2.75E+08,670,110,,,3.90E+13,5.57E+12,3.90E+13,5.57E+12,LFIR,,,3.90E+13,5.57E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,26.1,29.6,1461.1318,9.424961839,0.04742464993,0.04275198042,
S,M,PJ323+12,"""21:32:33.191""","""+12:17:55.26""",6.5881,Vanilla,64323.3,QSO,NOEMA,[CII]158um,1.05,0.26,1.13E+09,2.80E+08,254,0,0.47,0.146,1.00E+12,3.00E+11,1.00E+12,3.00E+11,LFIR,1.30E+12,4.00E+11,1.30E+12,4.00E+11,LIR,Mazzucchelli+17,2017,https://ui.adsabs.harvard.edu/abs/2017ApJ...849...91M/abstract,Mazzucchelli+17,2017,1,1,1,1900.547,9.053704841,0.1235622078,0.09608199659,
S,M,PJ323+12,"""21:32:33.191""","""+12:17:55.26""",6.5881,Vanilla,64323.3,QSO,ALMA,[CII]158um,1.34,0.17,1.44E+09,1.83E+08,271,38,0.23,0.12,5.30E+11,2.70E+11,5.30E+11,2.70E+11,LFIR,,,5.30E+11,2.70E+11,LFIR,Venemans+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...904..130V/abstract,Venemans+20,2020,1,1,1,1900.547,9.15962034,0.05891893662,0.05187214893,
S,M,SPT2132-58,"""21:32:43.23""","""-58:02:46.4""",4.7677,Vanilla,44103,SMG,ALMA,[CI]370um,2.56,0.76,7.27E+08,2.16E+08,,,,,4.03E+13,5.75E+12,4.03E+13,5.75E+12,LFIR,,,4.03E+13,5.75E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5.2,6.3,809.34,8.861337911,0.1529674602,0.1128981184,
S,M,SPT2132-58,"""21:32:43.23""","""-58:02:46.4""",4.7677,Vanilla,44103,SMG,ALMA,[CI]609um,0.86,0.27,1.48E+08,4.66E+07,,,,,3.10E+13,3.00E+12,3.10E+13,3.00E+12,LFIR,6.40E+13,1.00E+13,6.40E+13,1.00E+13,LIR,Bethermin+16,2016,https://ui.adsabs.harvard.edu/abs/2016A%26A...586L...7B/abstract,Bethermin+16 (IR),2016,1,5.2,6.2,492.16,8.171571706,0.1636464396,0.1185799922,
S,M,SPT2132-58,"""21:32:43.23""","""-58:02:46.4""",4.7677,Vanilla,44103,SMG,ALMA,[CI]609um,8.69E-01,2.90E-01,1.50E+08,5.00E+07,,,,,4.10E+13,8.00E+12,4.10E+13,8.00E+12,LFIR,,,4.10E+13,8.00E+12,LFIR,Bothwell+17,2017,https://ui.adsabs.harvard.edu/abs/2017MNRAS.466.2825B/abstract,Bothwell+17,2017,1,5.2,6.2,492.16,8.176091259,0.1760912591,0.1249387366,
S,M,SPT2132-58,"""21:32:43.23""","""-58:02:46.4""",4.7677,Vanilla,44103,SMG,ALMA,[CI]609um,0,0.87,0.00E+00,1.50E+08,,,,,4.03E+13,5.75E+12,4.03E+13,5.75E+12,LFIR,,,4.03E+13,5.75E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5.2,6.3,492.16,0,0,8.176592507,
S,M,SPT2132-58,"""21:32:43.23""","""-58:02:46.4""",4.7677,Vanilla,44103,SMG,ALMA,[CII]158um,35.9,6.9,2.39E+10,4.60E+09,212,43,,,4.03E+13,5.75E+12,4.03E+13,5.75E+12,LFIR,,,4.03E+13,5.75E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,5.2,6.3,1900.547,10.37894,0.09269645068,0.07634932043,
S,M,SPT2132-58,"""21:32:43.23""","""-58:02:46.4""",4.7677,Vanilla,44103,SMG,APEX,[CII]158um,34.9,6.9,2.33E+10,4.60E+09,212,0,,,3.10E+13,3.00E+12,3.10E+13,3.00E+12,LFIR,6.40E+13,1.00E+13,6.40E+13,1.00E+13,LIR,Gullberg+15,2015,https://ui.adsabs.harvard.edu/abs/2015MNRAS.449.2883G/abstract,Gullberg+15 (FIR),2015,1,5.2,6.2,1900.547,10.36667098,0.09566739562,0.07835085482,
S,M,SPT2132-58,"""21:32:43.23""","""-58:02:46.4""",4.7677,Vanilla,44103,SMG,ALMA,[CII]158um,43.4,13.4,2.89E+10,8.93E+09,,,,,4.03E+13,5.75E+12,4.03E+13,5.75E+12,LFIR,,,4.03E+13,5.75E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5.2,6.3,1900.547,10.46133528,0.1603684748,0.1168586062,
S,M,SPT2132-58,"""21:32:43.23""","""-58:02:46.4""",4.7677,Vanilla,44103,SMG,ALMA,[NII]205um,1.73,0.15,8.87E+08,7.69E+07,240,0,26.4,0.5,3.10E+13,3.00E+12,3.10E+13,3.00E+12,LFIR,6.40E+13,1.00E+13,6.40E+13,1.00E+13,LIR,Bethermin+16,2016,https://ui.adsabs.harvard.edu/abs/2016A%26A...586L...7B/abstract,Bethermin+16 (IR),2016,1,5.2,6.2,1461.1318,8.947702437,0.03938901617,0.03611174613,
S,M,SPT2132-58,"""21:32:43.23""","""-58:02:46.4""",4.7677,Vanilla,44103,SMG,ALMA,[NII]205um,1.7,0.2,8.71E+08,1.02E+08,245,16,,,4.03E+13,5.75E+12,4.03E+13,5.75E+12,LFIR,,,4.03E+13,5.75E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,5.2,6.3,1461.1318,8.940105255,0.05435766232,0.04830467957,
S,M,SPT2134-50,"""21:34:03.34""","""-50:13:25.2""",2.78,Vanilla,23188.1,SMG,ALMA,[CI]370um,8.24,1.03,1.50E+08,5.00E+07,,,,,6.93E+13,1.47E+13,6.93E+13,1.47E+13,LFIR,,,1.90E+13,4.03E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,18.6,23.4,809.34,8.176091259,0.1760912591,0.1249387366,
S,M,SPT2134-50,"""21:34:03.34""","""-50:13:25.2""",2.78,Vanilla,23188.1,SMG,ALMA,[CI]609um,5.7,1.15,1.50E+08,5.00E+07,,,,,6.93E+13,1.47E+13,6.93E+13,1.47E+13,LFIR,,,6.93E+13,1.47E+13,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,18.6,23.4,492.16,8.176091259,0.1760912591,0.1249387366,
S,M,SMMJ2135-0102,"""21:35:11.6""","""-01:02:52""",2.3259,Vanilla,18680.3,SMG,IRAM30m,[CI]370um,16.2,0.6,1.43E+09,5.30E+07,,,26,4,,,2.30E+12,2.00E+11,LIR,2.30E+12,2.00E+11,2.30E+12,2.00E+11,LIR,Danielson+11,2011,https://ui.adsabs.harvard.edu/abs/2011MNRAS.410.1687D/abstract,Swinbank+10,2010,1,28,37,809.34,9.155537865,0.01639041619,0.01579426718,
S,M,SMMJ2135-0102,"""21:35:11.6""","""-01:02:52""",2.3259,Vanilla,18680.3,SMG,IRAM30m,[CI]609um,16,0.5,8.59E+08,2.69E+07,,,2,0.25,,,2.30E+12,2.00E+11,LIR,2.30E+12,2.00E+11,2.30E+12,2.00E+11,LIR,Danielson+11,2011,https://ui.adsabs.harvard.edu/abs/2011MNRAS.410.1687D/abstract,Swinbank+10,2010,1,28,37,492.16,8.934118142,0.01378828449,0.01336396156,
S,M,SMMJ2135-0102,"""21:35:11.6""","""-01:02:52""",2.3259,Vanilla,18680.3,SMG,Herschel,[CII]158um,26.5,6.3,5.50E+09,1.31E+09,,,320,50,,,2.30E+12,2.00E+11,LIR,2.30E+12,2.00E+11,2.30E+12,2.00E+11,LIR,Ivison+10,2010,https://ui.adsabs.harvard.edu/abs/2010A%26A...518L..35I/abstract,Swinbank+10,2010,1,28,37,1900.547,9.740016333,0.1178945045,0.09262796977,
S,M,SMMJ2135-0102,"""21:35:11.6""","""-01:02:52""",2.3259,Vanilla,18680.3,SMG,Herschel,[NII]122um,0,5.8,0.00E+00,1.56E+09,,,458,70,,,2.30E+12,2.00E+11,LIR,2.30E+12,2.00E+11,2.30E+12,2.00E+11,LIR,Ivison+10,2010,https://ui.adsabs.harvard.edu/abs/2010A%26A...518L..35I/abstract,Swinbank+10,2010,1,28,37,2459.38,0,0,9.192145476,
S,M,SMMJ2135-0102,"""21:35:11.6""","""-01:02:52""",2.3259,Vanilla,18680.3,SMG,Herschel,[OI]146um,0,12.6,0.00E+00,2.83E+09,,,480,54,,,2.30E+12,2.00E+11,LIR,2.30E+12,2.00E+11,2.30E+12,2.00E+11,LIR,Ivison+10,2010,https://ui.adsabs.harvard.edu/abs/2010A%26A...518L..35I/abstract,Swinbank+10,2010,1,28,37,2060.0688,0,0,9.452144115,
S,M,SMMJ2135-0102,"""21:35:11.6""","""-01:02:52""",2.3259,Vanilla,18680.3,SMG,Herschel,[OI]63um,0,9.7,0.00E+00,5.02E+09,,,340,60,,,2.30E+12,2.00E+11,LIR,2.30E+12,2.00E+11,2.30E+12,2.00E+11,LIR,Ivison+10,2010,https://ui.adsabs.harvard.edu/abs/2010A%26A...518L..35I/abstract,Swinbank+10,2010,1,28,37,4744.678,0,0,9.700870324,
S,M,SMMJ2135-0102,"""21:35:11.6""","""-01:02:52""",2.3259,Vanilla,18680.3,SMG,Herschel,[OIII]88um,0,7.2,0.00E+00,2.67E+09,,,393,64,,,2.30E+12,2.00E+11,LIR,2.30E+12,2.00E+11,2.30E+12,2.00E+11,LIR,Ivison+10,2010,https://ui.adsabs.harvard.edu/abs/2010A%26A...518L..35I/abstract,Swinbank+10,2010,1,28,37,3393.01,0,0,9.425809481,
S,M,Eyelash,"""21:35:11.64""","""-01:02:52.44""",2.32591,Vanilla,18680.4,SMG,Herschel,[CII]158um,262.3212733,36.72497826,5.44E+10,7.62E+09,,,147,7,,,6.23E+13,2.90E+12,LIR,6.23E+13,2.90E+12,6.23E+13,2.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,33,42,1900.547,10.73560732,0.06550154876,0.05690485134,
S,M,Eyelash,"""21:35:11.64""","""-01:02:52.44""",2.32591,Vanilla,18680.4,SMG,Herschel,[NII]122um,72.97750134,8.10861126,1.96E+10,2.18E+09,,,,,,,6.23E+13,2.90E+12,LIR,6.23E+13,2.90E+12,6.23E+13,2.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,33,42,2459.38,10.29190982,0.05115252245,0.04575749056,
S,M,Eyelash,"""21:35:11.64""","""-01:02:52.44""",2.32591,Vanilla,18680.4,SMG,Herschel,[OI]146um,0,72.60251342,0.00E+00,1.63E+10,,,,,,,6.23E+13,2.90E+12,LIR,6.23E+13,2.90E+12,6.23E+13,2.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,33,42,2060.0688,0,0,10.21272857,
S,M,4C+19.71,"""21:44:07.400""","""+19:29:15.000""",3.5892,"H0=67.8, OM=0.308, Flat",32265.7,QSO,ALMA,[CI]609um,0.093,0.032,1.08E+07,3.72E+06,179,60,,,,,7.40E+11,5.50E+11,LIR,7.40E+11,5.50E+11,7.40E+11,5.50E+11,LIR,Kolwa+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2530K/abstract,Kolwa+23,2023,1,1,1,492.16,7.0333678,0.1831531135,0.1284270645,
S,M,4C+19.71,"""21:44:07.400""","""+19:29:15.000""",3.5892,"H0=67.8, OM=0.308, Flat",32265.7,QSO,ALMA,[CI]609um,0.11,0.04,1.28E+07,4.64E+06,87,23,,,,,7.40E+11,5.50E+11,LIR,7.40E+11,5.50E+11,7.40E+11,5.50E+11,LIR,Falkendal+20,2020,https://ui.adsabs.harvard.edu/abs/2021A%26A...645A.120F/abstract,Falkendal+20,2020,1,1,1,492.16,7.106277536,0.1962946451,0.1346985739,
S,M,SPT2146-55,"""21:46:54.02""","""-55:07:54.7""",4.5672,Vanilla,41927.5,SMG,ALMA,[CI]370um,3.52,0.79,9.36E+08,2.10E+08,,,,,3.33E+13,6.65E+12,3.33E+13,6.65E+12,LFIR,,,3.33E+13,6.65E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,6.2,7.1,809.34,8.97106812,0.1103800164,0.08793460668,
S,M,SPT2146-55,"""21:46:54.02""","""-55:07:54.7""",4.5672,Vanilla,41927.5,SMG,ALMA,[CI]609um,2.73,0.71,4.41E+08,1.15E+08,,,,,3.33E+13,6.65E+12,3.33E+13,6.65E+12,LFIR,,,3.33E+13,6.65E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,6.2,7.1,492.16,8.644663412,0.1308112776,0.1003957955,
S,M,SPT2146-55,"""21:46:54.02""","""-55:07:54.7""",4.5672,Vanilla,41927.5,SMG,ALMA,[CI]609um,,,4.70E+08,1.20E+08,,,,,3.90E+13,8.00E+12,3.90E+13,8.00E+12,LFIR,,,3.90E+13,8.00E+12,LFIR,Bothwell+17,2017,https://ui.adsabs.harvard.edu/abs/2017MNRAS.466.2825B/abstract,Bothwell+17,2017,1,6.2,7,492.16,8.672097858,0.1280298136,0.09875415371,
S,M,SPT2146-55,"""21:46:54.02""","""-55:07:54.7""",4.5672,Vanilla,41927.5,SMG,ALMA,[CII]158um,11.3,5.8,7.05E+09,3.62E+09,277,73,,,3.33E+13,6.65E+12,3.33E+13,6.65E+12,LFIR,,,3.33E+13,6.65E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,6.2,7.1,1900.547,9.848351509,0.312715754,0.1799176669,
S,M,SPT2146-55,"""21:46:54.02""","""-55:07:54.7""",4.5672,Vanilla,41927.5,SMG,ALMA,[CII]158um,33.4,7.1,2.08E+10,4.43E+09,,,,,3.33E+13,6.65E+12,3.33E+13,6.65E+12,LFIR,,,3.33E+13,6.65E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,6.2,7.1,1900.547,10.31901953,0.1037907183,0.0837085564,
S,M,SPT2146-55,"""21:46:54.02""","""-55:07:54.7""",4.5672,Vanilla,41927.5,SMG,APEX,[CII]158um,39,9,2.43E+10,5.62E+09,302,0,,,2.70E+13,3.00E+12,2.70E+13,3.00E+12,LFIR,,,2.70E+13,3.00E+12,LFIR,Gullberg+15,2015,https://ui.adsabs.harvard.edu/abs/2015MNRAS.449.2883G/abstract,Gullberg+15,2015,1,6.2,7,1900.547,10.38633767,0.1139433523,0.09017663035,
S,M,SPT2146-55,"""21:46:54.02""","""-55:07:54.7""",4.5672,Vanilla,41927.5,SMG,ALMA,[NII]205um,9.3,0.7,4.46E+09,3.36E+08,442,55,,,3.33E+13,6.65E+12,3.33E+13,6.65E+12,LFIR,,,3.33E+13,6.65E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,6.2,7.1,1461.1318,9.649566792,0.03398449731,0.03151705145,
S,M,SPT2147-50,"""21:47:19.05""","""-50:35:53.5""",3.7602,Vanilla,33303.9,SMG,ALMA,[CI]370um,4.94,0.83,9.69E+08,1.63E+08,,,6.94,0.84,3.20E+13,2.00E+12,3.20E+13,2.00E+12,LFIR,,,3.20E+13,2.00E+12,LFIR,Gururajan+21,2021,https://ui.adsabs.harvard.edu/abs/2022A%26A...663A..22G/abstract,Gururajan+21,2021,1,6.2,6.7,809.34,8.986256281,0.07988512705,0.06744886423,
S,M,SPT2147-50,"""21:47:19.05""","""-50:35:53.5""",3.7602,Vanilla,33303.9,SMG,ALMA,[CI]370um,4.9,0.7,2.80E+09,2.12E+08,,,,,3.54E+13,4.59E+12,3.54E+13,4.59E+12,LFIR,,,3.54E+13,4.59E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,6.1,7,1461.1318,9.446714811,0.03430423117,0.03179183442,
