Valid,Comp,Source,RA,Dec,z,Cosmo,LDist,Type,Instrument,Line,Flux,Flux_err,Lum,Lum_err,FWHM,FWHM_err,Cont,Cont_err,LFIR,LFIR_err,LFIR_LIR,LFIR_LIR_err,LFIR_LIR_type,LIR,LIR_err,LIR_LFIR,LIR_LFIR_err,LIR_LFIR_type,Line_ref,Line_year,Line_ref_link,Cont_ref,Cont_year,Pub,Mag_min,Mag_max,Line_rf,Log_Lum,Log_Lum_me,Log_Lum_pe,
-,-,-,J2000.0,J2000.0,-,,[Mpc],-,-,-,[Jy km/s],[Jy km/s],[Lsun],[Lsun],[km/s],[km/s],[mJy],[mJy],[Lsun],[Lsun],[Lsun],[Lsun],,[Lsun],[Lsun],[Lsun],[Lsun],,-,-,-,-,-,-,-,-,[GHz],[Lsun],[Lsun],[Lsun],
X,M,ID208273,"""""","""""",1.027,,8854.536,MS,ALMA,[CI]370um,0.54,0.07,1.76E+07,2.28E+06,,,0.71,0.04,,,4.25E+11,8.00E+10,LIR,4.25E+11,8.00E+10,4.25E+11,8.00E+10,LIR,Valentino+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...890...24V/abstract,Valentino+20,2020,1,1,1,809.34,7.245035971,0.06029590189,0.05293607519,
X,M,ID256703,"""""","""""",1.027,,8922.026,MS,ALMA,[CI]370um,0.87,0.09,2.88E+07,2.97E+06,,,1.16,0.05,,,7.05E+11,9.20E+10,LIR,7.05E+11,9.20E+10,7.05E+11,9.20E+10,LIR,Valentino+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...890...24V/abstract,Valentino+20,2020,1,1,1,809.34,7.458756817,0.04742464993,0.04275198042,
X,C,Spiderweb-5,"""""","""""",1.095,"H0=71, OM=0.27, Flat",17081,SFG,ALMA,[CI]609um,0.08,0.01,5.70E+06,7.13E+05,220,15,,,,,,,,,,,,,Emonts+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.477L..60E/abstract,Emonts+18,2018,1,1,1,492.16,6.756072198,0.05799194698,0.05115252245,
X,C,Spiderweb-3,"""""","""""",1.096,"H0=71, OM=0.27, Flat",17081,SFG,ALMA,[CI]609um,0.29,0.03,2.07E+07,2.14E+06,255,15,,,,,,,,,,,,,Emonts+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.477L..60E/abstract,Emonts+18,2018,1,1,1,492.16,7.315172958,0.04742464993,0.04275198042,
X,C,Spiderweb-4,"""""","""""",1.037,"H0=71, OM=0.27, Flat",17081,SFG,ALMA,[CI]609um,0,0.03,0.00E+00,2.20E+06,,,,,,,,,,,,,,,Emonts+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.477L..60E/abstract,Emonts+18,2018,1,1,1,492.16,0,0,6.342296464,
X,M,ID256703,"""""","""""",1.027,,8922.026,MS,ALMA,[CI]609um,0.53,0.12,1.07E+07,2.41E+06,,,,,,,7.05E+11,9.20E+10,LIR,7.05E+11,9.20E+10,7.05E+11,9.20E+10,LIR,Valentino+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...890...24V/abstract,Valentino+20,2020,1,1,1,492.16,7.027488743,0.1114920129,0.08863748704,
X,C,Spiderweb-6,"""""","""""",1.093,"H0=71, OM=0.27, Flat",17081,SFG,ALMA,[CI]609um,0,0.04,0.00E+00,2.85E+06,,,,,,,,,,,,,,,Emonts+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.477L..60E/abstract,Emonts+18,2018,1,1,1,492.16,0,0,6.455457001,
X,M,ID208273,"""""","""""",1.027,,8854.536,MS,ALMA,[CI]609um,0.69,0.16,1.37E+07,3.17E+06,,,,,,,4.25E+11,8.00E+10,LIR,4.25E+11,8.00E+10,4.25E+11,8.00E+10,LIR,Valentino+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...890...24V/abstract,Valentino+20,2020,1,1,1,492.16,7.135466611,0.1145732211,0.09056983498,
X,C,Spiderweb-1,"""""","""""",1.0979,"H0=71, OM=0.27, Flat",17081,SFG,ALMA,[CI]609um,1.32,0.07,9.40E+07,4.98E+06,610,10,,,,,,,,,,,,,Emonts+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.477L..60E/abstract,Emonts+18,2018,1,1,1,492.16,7.972955387,0.0236639182,0.02244086905,
X,C,Spiderweb-2,"""""","""""",1.096,"H0=71, OM=0.27, Flat",17081,SFG,ALMA,[CI]609um,0.6,0.08,4.27E+07,5.70E+06,375,20,,,,,,,,,,,,,Emonts+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.477L..60E/abstract,Emonts+18,2018,1,1,1,492.16,7.630926211,0.06214790675,0.05435766232,
X,M,AS2COS0011.1,"""""","""""",4.7831,Vanilla,44270.6,SMG,ALMA,[CI]609um,1.1,0.3,1.91E+08,5.20E+07,640,60,0.47,0.02,,,2.06E+13,2.50E+12,LIR,2.06E+13,2.50E+12,2.06E+13,2.50E+12,LIR,Liao+24,2024,https://ui.adsabs.harvard.edu/abs/2024ApJ...961..226L/abstract,Liao+24,2024,1,1,1,492.16,8.280602452,0.1383026982,0.1047353505,
X,M,AS2COS0031.1,"""""","""""",3.6432,Vanilla,32072.4,SMG,ALMA,[CI]609um,1,0.2,1.13E+08,2.27E+07,400,60,0.28,0.02,,,9.60E+12,5.00E+11,LIR,9.60E+12,5.00E+11,9.60E+12,5.00E+11,LIR,Liao+24,2024,https://ui.adsabs.harvard.edu/abs/2024ApJ...961..226L/abstract,Liao+24,2024,1,1,1,492.16,8.054585182,0.09691001301,0.07918124605,
X,M,CDFN2,"""""","""""",4.42,Vanilla,40338.1,SMG,ALMA,[CI]609um,0.9,0.1,1.38E+08,1.54E+07,500,50,0.35,0.03,,,1.70E+13,8.00E+11,LIR,1.70E+13,8.00E+11,1.70E+13,8.00E+11,LIR,Huber+25,2025,In prep.,Huber+25,2025,1,1,1,492.16,8.140813753,0.05115252245,0.04575749056,
X,M,CDFN8,"""""","""""",4.14,Vanilla,37334.2,SMG,ALMA,[CI]609um,0.61,0.12,8.47E+07,1.67E+07,650,70,0.2,0.04,,,8.00E+12,1.80E+12,LIR,8.00E+12,1.80E+12,8.00E+12,1.80E+12,LIR,Huber+25,2025,In prep.,Huber+25,2025,1,1,1,492.16,7.927720068,0.09513375498,0.07799302511,
X,M,AEG2,"""""","""""",3.67,Vanilla,32354.8,SMG,ALMA,[CI]609um,0.7,0.13,8.03E+07,1.49E+07,830,80,0.23,0.04,,,5.80E+12,1.00E+11,LIR,5.80E+12,1.00E+11,5.80E+12,1.00E+11,LIR,Huber+25,2025,In prep.,Huber+25,2025,1,1,1,492.16,7.904798252,0.08922318434,0.07398005236,
X,M,AEG3,"""""","""""",4.05,Vanilla,36374.4,SMG,ALMA,[CI]609um,0.35,0.07,4.69E+07,9.39E+06,600,70,0.11,0.03,,,6.90E+12,2.70E+12,LIR,6.90E+12,2.70E+12,6.90E+12,2.70E+12,LIR,Huber+25,2025,In prep.,Huber+25,2025,1,1,1,492.16,7.671507996,0.09691001301,0.07918124605,
S,M,HerBS-42B,"""00:00:07.428""","""-33:40:55.82""",3.314,Vanilla,28642.6,SFG,ALMA,[CI]609um,0,0.76,0.00E+00,7.40E+07,,,,,,,1.34E+13,0.00E+00,LIR,1.34E+13,0.00E+00,1.34E+13,0.00E+00,LIR,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.1533B/abstract,Bakx+24,2024,1,1,1,492.16,0,0,7.869097981,
S,M,HerBS-41A,"""00:01:24.79""","""-35:42:11.0""",4.098,Vanilla,36885.9,SFG,ALMA,[CI]370um,1.3,0.4,2.92E+08,8.99E+07,,,,,,,4.71E+13,0.00E+00,LIR,4.71E+13,0.00E+00,4.71E+13,0.00E+00,LIR,Hagimoto+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.5508H/abstract,Hagimoto+23,2023,1,2.1,3.1,809.34,8.465428635,0.1597008429,0.1165055691,
S,M,HerBS-41A,"""00:01:24.79""","""-35:42:11.0""",4.098,Vanilla,36885.9,SFG,ALMA,[CI]609um,0,0.24,0.00E+00,3.28E+07,,,,,,,4.71E+13,0.00E+00,LIR,4.71E+13,0.00E+00,4.71E+13,0.00E+00,LIR,Hagimoto+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.5508H/abstract,Hagimoto+23,2023,1,2.1,3.1,492.16,0,0,7.515671833,
S,M,HerBS-41A,"""00:01:24.79""","""-35:42:11.0""",4.098,Vanilla,36885.9,SFG,ALMA,[OI]146um,10.3,2.7,5.89E+09,1.54E+09,941,135,,,,,4.71E+13,0.00E+00,LIR,4.71E+13,0.00E+00,4.71E+13,0.00E+00,LIR,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.1533B/abstract,Bakx+24,2024,1,2.1,3.1,2060.0688,9.770073227,0.1320236324,0.1011061276,
S,M,SPT0002-52,"""00:02:23.76""","""-52:31:52.7""",2.351,Vanilla,18925.8,SMG,ALMA,[CI]370um,8.71,0.98,7.84E+08,8.82E+07,,,,,4.40E+13,1.10E+13,4.40E+13,1.10E+13,LFIR,,,4.40E+13,1.10E+13,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5,6,809.34,8.894116564,0.05183866109,0.04630562204,
S,M,SPT0002-52,"""00:02:23.76""","""-52:31:52.7""",2.351,Vanilla,18925.8,SMG,ALMA,[CI]609um,3.85,0.45,2.11E+08,2.46E+07,,,,,4.40E+13,1.10E+13,4.40E+13,1.10E+13,LFIR,,,4.40E+13,1.10E+13,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5,6,492.16,8.323534447,0.05398181247,0.04800772607,
S,M,SGP38326.2,"""00:03:07.1""","""-33:02:51.5""",4.4289,,40456.164,SMG,ALMA,[CII]158um,5.3,0.6,3.16E+09,3.58E+08,585,0,7.3,0.5,,,7.90E+12,3.00E+11,LIR,7.90E+12,3.00E+11,7.90E+12,3.00E+11,LIR,Oteo+16,2016,https://ui.adsabs.harvard.edu/abs/2016ApJ...827...34O/abstract,Oteo+16,2016,1,1,1,1900.547,9.499445383,0.05217801167,0.04657614204,
S,M,SGP38326.1,"""00:03:07.2""","""-33:02:50.9""",4.4237,,40397.305,SMG,ALMA,[CII]158um,13.9,1.1,8.27E+09,6.54E+08,626,0,16.3,1.1,,,1.60E+13,3.00E+12,LIR,1.60E+13,3.00E+12,1.60E+13,3.00E+12,LIR,Oteo+16,2016,https://ui.adsabs.harvard.edu/abs/2016ApJ...827...34O/abstract,Oteo+16,2016,1,1,1,1900.547,9.917335881,0.03580483061,0.0330764588,
S,M,HerBS-170,"""00:04:55.445""","""-33:08:12.85""",4.182,Vanilla,37800.375,SFG,ALMA,[NII]205um,4.36,1.93,1.83E+09,8.09E+08,304,102,,,,,4.15E+13,0.00E+00,LIR,4.15E+13,0.00E+00,4.15E+13,0.00E+00,LIR,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.1533B/abstract,Bakx+24,2024,1,1,1,1461.1318,9.26245109,0.2534253476,0.1589883005,
S,M,J0006+1215,"""00:06:10.68""","""+12:15:01.4""",2.318,Vanilla,18603.1,QSO,ALMA,[CI]370um,0.99,0.15,8.69E+07,1.32E+07,670,100,,,,,2.08E+14,1.04E+14,LIR,2.08E+14,1.04E+14,2.08E+14,1.04E+14,LIR,Scholtz+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5246S/abstract,Scholtz+23,2023,1,1,1,809.34,7.939093798,0.07135590854,0.06126965674,
S,M,SDv1.133,"""00:07:22.272""","""-35:20:15""",1.6,Vanilla,11811.9,SMG,Herschel,[CII]158um,168.155168,24.60807336,1.78E+10,2.61E+09,,,267,20,,,2.53E+13,3.90E+12,LIR,2.53E+13,3.90E+12,2.53E+13,3.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,1900.547,10.25128835,0.06871581237,0.05931400122,
S,M,SDv1.133,"""00:07:22.272""","""-35:20:15""",1.6,Vanilla,11811.9,SMG,Herschel,[NII]122um,0,85.57425042,0.00E+00,1.17E+10,,,,,,,2.53E+13,3.90E+12,LIR,2.53E+13,3.90E+12,2.53E+13,3.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,2459.38,0,0,10.06986826,
S,M,SDv1.133,"""00:07:22.272""","""-35:20:15""",1.6,Vanilla,11811.9,SMG,Herschel,[NII]205um,0,112.0301399,0.00E+00,9.14E+09,,,,,,,2.53E+13,3.90E+12,LIR,2.53E+13,3.90E+12,2.53E+13,3.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,1461.1318,0,0,9.960723786,
S,M,SDv1.133,"""00:07:22.272""","""-35:20:15""",1.6,Vanilla,11811.9,SMG,Herschel,[OI]146um,0,60.540114,0.00E+00,6.96E+09,,,,,,,2.53E+13,3.90E+12,LIR,2.53E+13,3.90E+12,2.53E+13,3.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,2060.0688,0,0,9.842624474,
S,M,SDv1.133,"""00:07:22.272""","""-35:20:15""",1.6,Vanilla,11811.9,SMG,Herschel,[OIII]88um,0,105.6763169,0.00E+00,2.00E+10,,,,,,,2.53E+13,3.90E+12,LIR,2.53E+13,3.90E+12,2.53E+13,3.90E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,3393.01,0,0,10.30126232,
X,M,J0007+1222,"""00:07:46.20""","""+12:22:23.9""",2.446,Vanilla,19859.1,QSO,ALMA,[CI]370um,,,,,,,,,,,1.31E+14,6.55E+13,LIR,1.31E+14,6.55E+13,1.31E+14,6.55E+13,LIR,Scholtz+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5246S/abstract,Scholtz+23,2023,1,1,1,809.34,0,0,#NUM!,
S,M,HerBS-117,"""00:08:07.20""","""-35:12:05.0""",4.526,Vanilla,41481.9,SFG,ALMA,[CI]370um,1.7,0.4,4.46E+08,1.05E+08,,,,,,,3.98E+13,0.00E+00,LIR,3.98E+13,0.00E+00,3.98E+13,0.00E+00,LIR,Hagimoto+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.5508H/abstract,Hagimoto+23,2023,1,2.2,3.2,809.34,8.648919666,0.1165055691,0.09177037336,
S,M,SDv1.70,"""00:09:12.864""","""-30:08:09.24""",1.19,Vanilla,8193.4,SMG,Herschel,[CII]158um,0,86.36487285,0.00E+00,5.23E+09,,,365,23,,,2.35E+13,2.80E+12,LIR,2.35E+13,2.80E+12,2.35E+13,2.80E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,1900.547,0,0,9.718733292,
S,M,SDv1.70,"""00:09:12.864""","""-30:08:09.24""",1.19,Vanilla,8193.4,SMG,Herschel,[NII]122um,0,64.07097724,0.00E+00,5.02E+09,,,,,,,2.35E+13,2.80E+12,LIR,2.35E+13,2.80E+12,2.35E+13,2.80E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,2459.38,0,0,9.701004525,
S,M,SDv1.70,"""00:09:12.864""","""-30:08:09.24""",1.19,Vanilla,8193.4,SMG,Herschel,[NII]205um,0,80.88329882,0.00E+00,3.77E+09,,,,,,,2.35E+13,2.80E+12,LIR,2.35E+13,2.80E+12,2.35E+13,2.80E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,1461.1318,0,0,9.576065788,
S,M,SDv1.70,"""00:09:12.864""","""-30:08:09.24""",1.19,Vanilla,8193.4,SMG,Herschel,[OI]146um,0,28.68378959,0.00E+00,1.88E+09,,,,,,,2.35E+13,2.80E+12,LIR,2.35E+13,2.80E+12,2.35E+13,2.80E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,2060.0688,0,0,9.275035792,
S,M,SDv1.70,"""00:09:12.864""","""-30:08:09.24""",1.19,Vanilla,8193.4,SMG,Herschel,[OIII]88um,0,42.57094438,0.00E+00,4.60E+09,,,,,,,2.35E+13,2.80E+12,LIR,2.35E+13,2.80E+12,2.35E+13,2.80E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,3393.01,0,0,9.663215964,
S,M,HeLMS45,"""00:12:27.07""","""+02:08:06.4""",5.3994,"H0=67.4, OM=0.315, Flat",52139.7,SMG,ALMA,[CI]609um,1.15,0.44,2.50E+08,9.57E+07,,,,,5.89E+13,4.21E+12,5.89E+13,4.21E+12,LFIR,8.37E+13,4.77E+12,8.37E+13,4.77E+12,LIR,"Cox+23, Ismail+23, Berta+23",2023,"https://ui.adsabs.harvard.edu/abs/2023arXiv230715732C/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715747I/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715748B/abstract","Cox+23, Ismail+23, Berta+23",2023,1,1,1,492.16,8.398035292,0.2094394916,0.140699284,
S,M,GHZ2,"""00:13:59.76""","""-30:19:29.16""",12.3327,Vanilla,131645.8,LBG,ALMA,[OIII]88um,0.193,0.036,8.85E+08,1.65E+08,400,70,,,0.00E+00,6.50E+10,0.00E+00,6.50E+10,LFIR,,,0.00E+00,6.50E+10,LFIR,Bakx+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5076B/abstract,Bakx+23,2023,1,1,1,3393.01,8.947071697,0.0896576566,0.07427817333,
S,M,GHZ2,"""00:13:59.76""","""-30:19:29.16""",12.3327,Vanilla,131645.8,LBG,ALMA,[OIII]88um,0.036,0.01,1.65E+08,4.59E+07,186,58,,,0.00E+00,6.50E+10,0.00E+00,6.50E+10,LFIR,,,0.00E+00,6.50E+10,LFIR,Zavala+24,2024,https://ui.adsabs.harvard.edu/abs/2024ApJ...977L...9Z/abstract,Zavala+24,2024,1,1,1,3393.01,8.217747073,0.1413615293,0.1064736296,
S,M,A2744_YD4,"""00:14:24.9""","""-30:22:56.1""",8.382,Vanilla,84874.9,LAE,ALMA,[CII]158um,0.00E+00,2.64E-02,0.00E+00,4.00E+07,,,,,2.52E+11,1.10E+11,2.52E+11,1.10E+11,LFIR,,,2.52E+11,1.10E+11,LFIR,Laporte+19,2019,https://ui.adsabs.harvard.edu/abs/2019MNRAS.487L..81L/abstract,Laporte+19,2017,1,2,2,1900.547,0,0,7.602059991,
S,M,A2744_YD4,"""00:14:24.9""","""-30:22:56.1""",8.382,Vanilla,84874.9,LAE,ALMA,[OIII]88um,5.17E-02,1.29E-02,1.40E+08,3.50E+07,50,4,,,2.52E+11,1.10E+11,2.52E+11,1.10E+11,LFIR,,,2.52E+11,1.10E+11,LFIR,Laporte+17,2017,https://ui.adsabs.harvard.edu/abs/2017ApJ...837L..21L/abstract,Laporte+17,2017,1,2,2,3393.01,8.146128036,0.1249387366,0.09691001301,
S,M,PJ004+17,"""00:17:34.467""","""+17:05:10.696""",5.8165,,55691.305,QSO,ALMA,[CII]158um,0.21,0.01,1.89E+08,8.99E+06,777,0,0.88,0.01,,,,,,,,,,,Eilers+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...900...37E/abstract,Eilers+20,2020,1,1,1,1900.547,8.276144598,0.02118929907,0.02020338609,
S,M,HerBS-106A,"""00:18:02.467""","""-31:35:05.17""",2.369,Vanilla,19102.1,SFG,ALMA,[CI]370um,23.4,5.7,2.13E+09,5.20E+08,941,116,,,,,2.42E+13,0.00E+00,LIR,2.42E+13,0.00E+00,2.42E+13,0.00E+00,LIR,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.1533B/abstract,Bakx+24,2024,1,1.9,2.7,809.34,9.329041419,0.121242591,0.09467713158,
S,M,HerBS-106A,"""00:18:02.467""","""-31:35:05.17""",2.369,Vanilla,19102.1,SFG,ALMA,[CI]609um,1.7,0.3,9.42E+07,1.66E+07,,,,,,,2.42E+13,0.00E+00,LIR,2.42E+13,0.00E+00,2.42E+13,0.00E+00,LIR,Urquhart+22,2022,https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.3017U/abstract,Urquhart+22,2022,1,1.9,2.7,492.16,7.974249792,0.0843208857,0.07058107429,
S,M,HerBS-106A,"""00:18:02.467""","""-31:35:05.17""",2.369,Vanilla,19102.1,SFG,ALMA,[CI]609um,4.36,1.78,2.42E+08,9.87E+07,229,70,,,,,2.42E+13,0.00E+00,LIR,2.42E+13,0.00E+00,2.42E+13,0.00E+00,LIR,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.1533B/abstract,Bakx+24,2024,1,1.9,2.7,492.16,8.38328736,0.2278667833,0.1486818819,
S,M,HerBS-104B,"""00:18:38.851""","""-35:41:33.09""",1.536,Vanilla,11232.1,SFG,ALMA,[CI]609um,3.56,1,9.06E+07,2.55E+07,324,68,,,,,1.26E+13,0.00E+00,LIR,1.26E+13,0.00E+00,1.26E+13,0.00E+00,LIR,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.1533B/abstract,Bakx+24,2024,1,5.1,7.5,492.16,7.957362325,0.1432100327,0.1075148447,
S,M,SPT0020-51,"""00:20:23.58""","""-51:46:36.4""",4.1228,Vanilla,37150.5,SMG,ALMA,[CI]370um,6.32,0.89,1.43E+09,2.02E+08,,,,,4.95E+13,1.10E+13,4.95E+13,1.10E+13,LFIR,,,4.95E+13,1.10E+13,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5,6,809.34,9.156303348,0.06591724869,0.05721818644,
S,M,SPT0020-51,"""00:20:23.58""","""-51:46:36.4""",4.1228,Vanilla,37150.5,SMG,ALMA,[CI]609um,1.98,0.47,2.73E+08,6.48E+07,,,,,4.95E+13,1.10E+13,4.95E+13,1.10E+13,LFIR,,,4.95E+13,1.10E+13,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,5,6,492.16,8.436226769,0.117688243,0.0925008941,
X,M,SPT0020-51,"""00:20:23.58""","""-51:46:36.4""",4.1228,Vanilla,37150.5,SMG,ALMA,[CII]158um,,,,,,,,,4.95E+13,1.10E+13,4.95E+13,1.10E+13,LFIR,,,4.95E+13,1.10E+13,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,5,6,1900.547,0,0,#NUM!,
S,M,SPT0020-51,"""00:20:23.58""","""-51:46:36.4""",4.1228,Vanilla,37150.5,SMG,ALMA,[NII]205um,7.5,0.6,3.07E+09,2.46E+08,459,66,,,4.95E+13,1.10E+13,4.95E+13,1.10E+13,LFIR,,,4.95E+13,1.10E+13,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,5,6,1461.1318,9.487205921,0.03621217265,0.03342375549,
S,M,HerBS-81B,"""00:20:54.201""","""31:27:57.49""",2.588,Vanilla,21265.8,SFG,ALMA,[CI]370um,0,0.54,0.00E+00,5.73E+07,,,,,,,9.60E+12,0.00E+00,LIR,9.60E+12,0.00E+00,9.60E+12,0.00E+00,LIR,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.1533B/abstract,Bakx+24,2024,1,1,1,809.34,0,0,7.75806912,
S,M,HerBS-81B,"""00:20:54.201""","""31:27:57.49""",2.588,Vanilla,21265.8,SFG,ALMA,[NII]205um,0,1.29,0.00E+00,2.47E+08,,,,,,,9.60E+12,0.00E+00,LIR,9.60E+12,0.00E+00,9.60E+12,0.00E+00,LIR,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.1533B/abstract,Bakx+24,2024,1,1,1,1461.1318,0,0,8.392823458,
S,M,HerBS-81A,"""00:20:54.739""","""31:27:50.96""",3.16,Vanilla,27054.6,SFG,ALMA,[CI]370um,0,0.44,0.00E+00,6.52E+07,,,,,,,1.86E+13,0.00E+00,LIR,1.86E+13,0.00E+00,1.86E+13,0.00E+00,LIR,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.535.1533B/abstract,Bakx+24,2024,1,1,1,809.34,0,0,7.814005925,
S,M,PJ006+39,"""00:24:29.772""","""+39:13:18.98""",6.621,Vanilla,64732.719,QSO,NOEMA,[CII]158um,0.78,0.4,8.48E+08,4.35E+08,277,0,0.548,0.178,1.10E+12,4.00E+11,1.10E+12,4.00E+11,LFIR,1.50E+12,5.00E+11,1.50E+12,5.00E+11,LIR,Mazzucchelli+17,2017,https://ui.adsabs.harvard.edu/abs/2017ApJ...849...91M/abstract,Mazzucchelli+17,2017,1,1,1,1900.547,8.928242293,0.3123110061,0.1797874046,
S,M,SDv1.328,"""00:26:25.176""","""-34:17:38.4""",2.7,Vanilla,22384.4,SMG,Herschel,[CII]158um,0,70.03836264,0.00E+00,1.87E+10,,,70,9,,,4.24E+13,2.70E+12,LIR,4.24E+13,2.70E+12,4.24E+13,2.70E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,1900.547,0,0,10.27293713,
S,M,SDv1.328,"""00:26:25.176""","""-34:17:38.4""",2.7,Vanilla,22384.4,SMG,Herschel,[NII]122um,0,72.16517984,0.00E+00,2.50E+10,,,,,,,4.24E+13,2.70E+12,LIR,4.24E+13,2.70E+12,4.24E+13,2.70E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,2459.38,0,0,10.39787587,
S,M,SDv1.328,"""00:26:25.176""","""-34:17:38.4""",2.7,Vanilla,22384.4,SMG,Herschel,[OI]146um,0,75.38408426,0.00E+00,2.19E+10,,,,,,,4.24E+13,2.70E+12,LIR,4.24E+13,2.70E+12,4.24E+13,2.70E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,2060.0688,0,0,10.33988392,
S,M,SDv1.328,"""00:26:25.176""","""-34:17:38.4""",2.7,Vanilla,22384.4,SMG,Herschel,[OI]63um,0,63.12339847,0.00E+00,4.22E+10,,,,,,,4.24E+13,2.70E+12,LIR,4.24E+13,2.70E+12,4.24E+13,2.70E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,4744.678,0,0,10.62511965,
S,M,SDv1.328,"""00:26:25.176""","""-34:17:38.4""",2.7,Vanilla,22384.4,SMG,Herschel,[OIII]88um,0,52.3080097,0.00E+00,2.50E+10,,,,,,,4.24E+13,2.70E+12,LIR,4.24E+13,2.70E+12,4.24E+13,2.70E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,3393.01,0,0,10.39787587,
