 freq,	    tau,          Transmission
    2.87400E+02,   9.66318E-02,   9.07890E-01
    2.87500E+02,   9.66379E-02,   9.07885E-01
    2.87600E+02,   9.66855E-02,   9.07841E-01
    2.87700E+02,   9.67737E-02,   9.07761E-01
    2.87800E+02,   9.69063E-02,   9.07641E-01
    2.87900E+02,   9.70866E-02,   9.07477E-01
    2.88000E+02,   9.73258E-02,   9.07260E-01
    2.88100E+02,   9.76416E-02,   9.06974E-01
    2.88200E+02,   9.80708E-02,   9.06585E-01
    2.88300E+02,   9.87415E-02,   9.05977E-01
    2.88400E+02,   9.94866E-02,   9.05302E-01
    2.88500E+02,   1.00722E-01,   9.04184E-01
    2.88600E+02,   1.02863E-01,   9.02250E-01
    2.88700E+02,   1.07045E-01,   8.98485E-01
    2.88800E+02,   1.17286E-01,   8.89331E-01
    2.88900E+02,   1.57814E-01,   8.54009E-01
    2.89000E+02,   1.82433E-01,   8.33240E-01
    2.89100E+02,   1.21408E-01,   8.85672E-01
    2.89200E+02,   1.08792E-01,   8.96917E-01
    2.89300E+02,   1.04055E-01,   9.01175E-01
    2.89400E+02,   1.01801E-01,   9.03209E-01
    2.89500E+02,   1.00572E-01,   9.04320E-01
    2.89600E+02,   9.98505E-02,   9.04973E-01
    2.89700E+02,   9.94176E-02,   9.05365E-01
    2.89800E+02,   9.92280E-02,   9.05536E-01
    2.89900E+02,   9.91176E-02,   9.05636E-01
    2.90000E+02,   9.90333E-02,   9.05713E-01
    2.90100E+02,   9.88124E-02,   9.05913E-01
    2.90200E+02,   9.87712E-02,   9.05950E-01
    2.90300E+02,   9.87852E-02,   9.05937E-01
    2.90400E+02,   9.88437E-02,   9.05884E-01
    2.90500E+02,   9.89711E-02,   9.05769E-01
    2.90600E+02,   9.91074E-02,   9.05645E-01
    2.90700E+02,   9.93563E-02,   9.05420E-01
    2.90800E+02,   9.99034E-02,   9.04925E-01
    2.90900E+02,   1.01796E-01,   9.03214E-01
    2.91000E+02,   1.06189E-01,   8.99254E-01
    2.91100E+02,   1.00830E-01,   9.04086E-01
    2.91200E+02,   1.00094E-01,   9.04752E-01
    2.91300E+02,   1.00070E-01,   9.04774E-01
    2.91400E+02,   1.00014E-01,   9.04825E-01
    2.91500E+02,   9.99547E-02,   9.04878E-01
    2.91600E+02,   1.00164E-01,   9.04689E-01
    2.91700E+02,   1.02658E-01,   9.02435E-01
    2.91800E+02,   1.00335E-01,   9.04534E-01
    2.91900E+02,   1.00310E-01,   9.04557E-01
    2.92000E+02,   1.00417E-01,   9.04460E-01
    2.92100E+02,   1.00577E-01,   9.04315E-01
    2.92200E+02,   1.00777E-01,   9.04134E-01
    2.92300E+02,   1.01022E-01,   9.03913E-01
    2.92400E+02,   1.01344E-01,   9.03622E-01
    2.92500E+02,   1.01947E-01,   9.03078E-01
    2.92600E+02,   1.02348E-01,   9.02715E-01
    2.92700E+02,   1.02915E-01,   9.02204E-01
    2.92800E+02,   1.04031E-01,   9.01198E-01
    2.92900E+02,   1.06106E-01,   8.99329E-01
    2.93000E+02,   1.10869E-01,   8.95056E-01
    2.93100E+02,   1.27715E-01,   8.80104E-01
    2.93200E+02,   1.55278E-01,   8.56177E-01
    2.93300E+02,   1.16435E-01,   8.90088E-01
    2.93400E+02,   1.10655E-01,   8.95247E-01
    2.93500E+02,   1.14434E-01,   8.91870E-01
    2.93600E+02,   1.12777E-01,   8.93350E-01
    2.93700E+02,   1.06254E-01,   8.99196E-01
    2.93800E+02,   1.04551E-01,   9.00729E-01
    2.93900E+02,   1.03811E-01,   9.01395E-01
    2.94000E+02,   1.03452E-01,   9.01719E-01
    2.94100E+02,   1.03270E-01,   9.01883E-01
    2.94200E+02,   1.03193E-01,   9.01953E-01
    2.94300E+02,   1.03168E-01,   9.01975E-01
    2.94400E+02,   1.03189E-01,   9.01957E-01
    2.94500E+02,   1.03245E-01,   9.01906E-01
    2.94600E+02,   1.03400E-01,   9.01766E-01
    2.94700E+02,   1.03381E-01,   9.01784E-01
    2.94800E+02,   1.03483E-01,   9.01692E-01
    2.94900E+02,   1.03579E-01,   9.01605E-01
    2.95000E+02,   1.03689E-01,   9.01505E-01
    2.95100E+02,   1.03802E-01,   9.01403E-01
    2.95200E+02,   1.03954E-01,   9.01267E-01
    2.95300E+02,   1.04240E-01,   9.01009E-01
    2.95400E+02,   1.04376E-01,   9.00886E-01
    2.95500E+02,   1.04462E-01,   9.00809E-01
    2.95600E+02,   1.04494E-01,   9.00780E-01
    2.95700E+02,   1.04641E-01,   9.00648E-01
    2.95800E+02,   1.04899E-01,   9.00416E-01
    2.95900E+02,   1.04980E-01,   9.00342E-01
    2.96000E+02,   1.05217E-01,   9.00129E-01
    2.96100E+02,   1.05578E-01,   8.99805E-01
    2.96200E+02,   1.05526E-01,   8.99851E-01
    2.96300E+02,   1.05719E-01,   8.99677E-01
    2.96400E+02,   1.06232E-01,   8.99216E-01
    2.96500E+02,   1.06143E-01,   8.99296E-01
    2.96600E+02,   1.06354E-01,   8.99106E-01
    2.96700E+02,   1.06610E-01,   8.98877E-01
    2.96800E+02,   1.06935E-01,   8.98584E-01
    2.96900E+02,   1.07222E-01,   8.98326E-01
    2.97000E+02,   1.07647E-01,   8.97945E-01
    2.97100E+02,   1.08532E-01,   8.97150E-01
    2.97200E+02,   1.10149E-01,   8.95700E-01
    2.97300E+02,   1.08873E-01,   8.96844E-01
    2.97400E+02,   1.09237E-01,   8.96518E-01
    2.97500E+02,   1.09430E-01,   8.96345E-01
    2.97600E+02,   1.09877E-01,   8.95944E-01
    2.97700E+02,   1.10442E-01,   8.95439E-01
    2.97800E+02,   1.11113E-01,   8.94837E-01
    2.97900E+02,   1.11917E-01,   8.94119E-01
    2.98000E+02,   1.12894E-01,   8.93246E-01
    2.98100E+02,   1.14128E-01,   8.92143E-01
    2.98200E+02,   1.15770E-01,   8.90680E-01
    2.98300E+02,   1.18299E-01,   8.88430E-01
    2.98400E+02,   1.22608E-01,   8.84610E-01
    2.98500E+02,   1.26400E-01,   8.81262E-01
    2.98600E+02,   1.20809E-01,   8.86203E-01
    2.98700E+02,   1.17513E-01,   8.89129E-01
    2.98800E+02,   1.16400E-01,   8.90119E-01
    2.98900E+02,   1.14988E-01,   8.91377E-01
    2.99000E+02,   1.14189E-01,   8.92089E-01
    2.99100E+02,   1.13638E-01,   8.92581E-01
    2.99200E+02,   1.13260E-01,   8.92919E-01
    2.99300E+02,   1.13065E-01,   8.93093E-01
    2.99400E+02,   1.13279E-01,   8.92901E-01
    2.99500E+02,   1.15657E-01,   8.90781E-01
    2.99600E+02,   1.12883E-01,   8.93255E-01
    2.99700E+02,   1.12766E-01,   8.93359E-01
    2.99800E+02,   1.12486E-01,   8.93610E-01
    2.99900E+02,   1.12502E-01,   8.93595E-01
    3.00000E+02,   1.12619E-01,   8.93491E-01
    3.00100E+02,   1.12901E-01,   8.93239E-01
    3.00200E+02,   1.13173E-01,   8.92996E-01
    3.00300E+02,   1.13616E-01,   8.92601E-01
    3.00400E+02,   1.14470E-01,   8.91839E-01
    3.00500E+02,   1.16316E-01,   8.90194E-01
    3.00600E+02,   1.22168E-01,   8.84999E-01
    3.00700E+02,   1.45317E-01,   8.64748E-01
    3.00800E+02,   1.20180E-01,   8.86761E-01
    3.00900E+02,   1.17011E-01,   8.89576E-01
    3.01000E+02,   1.16299E-01,   8.90209E-01
    3.01100E+02,   1.16334E-01,   8.90178E-01
    3.01200E+02,   1.16892E-01,   8.89681E-01
    3.01300E+02,   1.18049E-01,   8.88653E-01
    3.01400E+02,   1.20074E-01,   8.86855E-01
    3.01500E+02,   1.23815E-01,   8.83544E-01
    3.01600E+02,   1.31870E-01,   8.76455E-01
    3.01700E+02,   1.55349E-01,   8.56116E-01
    3.01800E+02,   3.21143E-01,   7.25320E-01
    3.01900E+02,   1.69829E-01,   8.43809E-01
    3.02000E+02,   1.36227E-01,   8.72645E-01
    3.02100E+02,   1.26350E-01,   8.81306E-01
    3.02200E+02,   1.22231E-01,   8.84944E-01
    3.02300E+02,   1.20249E-01,   8.86700E-01
    3.02400E+02,   1.19288E-01,   8.87552E-01
    3.02500E+02,   1.18998E-01,   8.87809E-01
    3.02600E+02,   1.19054E-01,   8.87760E-01
    3.02700E+02,   1.19533E-01,   8.87335E-01
    3.02800E+02,   1.20752E-01,   8.86254E-01
    3.02900E+02,   1.23435E-01,   8.83879E-01
    3.03000E+02,   1.30225E-01,   8.77897E-01
    3.03100E+02,   1.55502E-01,   8.55986E-01
    3.03200E+02,   1.80520E-01,   8.34836E-01
    3.03300E+02,   1.34227E-01,   8.74392E-01
    3.03400E+02,   1.25084E-01,   8.82422E-01
    3.03500E+02,   1.21873E-01,   8.85260E-01
    3.03600E+02,   1.20622E-01,   8.86369E-01
    3.03700E+02,   1.19476E-01,   8.87385E-01
    3.03800E+02,   1.19029E-01,   8.87782E-01
    3.03900E+02,   1.18856E-01,   8.87936E-01
    3.04000E+02,   1.18778E-01,   8.88005E-01
    3.04100E+02,   1.18809E-01,   8.87977E-01
    3.04200E+02,   1.18924E-01,   8.87875E-01
    3.04300E+02,   1.19106E-01,   8.87714E-01
    3.04400E+02,   1.19356E-01,   8.87492E-01
    3.04500E+02,   1.19684E-01,   8.87201E-01
    3.04600E+02,   1.20124E-01,   8.86810E-01
    3.04700E+02,   1.20779E-01,   8.86229E-01
    3.04800E+02,   1.22350E-01,   8.84839E-01
    3.04900E+02,   1.21446E-01,   8.85639E-01
    3.05000E+02,   1.20911E-01,   8.86113E-01
    3.05100E+02,   1.20733E-01,   8.86271E-01
    3.05200E+02,   1.20611E-01,   8.86378E-01
    3.05300E+02,   1.20588E-01,   8.86399E-01
    3.05400E+02,   1.20621E-01,   8.86370E-01
    3.05500E+02,   1.20688E-01,   8.86310E-01
    3.05600E+02,   1.20786E-01,   8.86224E-01
    3.05700E+02,   1.20904E-01,   8.86119E-01
    3.05800E+02,   1.21040E-01,   8.85999E-01
    3.05900E+02,   1.21207E-01,   8.85850E-01
    3.06000E+02,   1.21393E-01,   8.85685E-01
    3.06100E+02,   1.21536E-01,   8.85559E-01
    3.06200E+02,   1.21715E-01,   8.85400E-01
    3.06300E+02,   1.21906E-01,   8.85232E-01
    3.06400E+02,   1.22113E-01,   8.85049E-01
    3.06500E+02,   1.22308E-01,   8.84876E-01
    3.06600E+02,   1.22520E-01,   8.84688E-01
    3.06700E+02,   1.22743E-01,   8.84491E-01
    3.06800E+02,   1.22979E-01,   8.84282E-01
    3.06900E+02,   1.23292E-01,   8.84005E-01
    3.07000E+02,   1.23478E-01,   8.83842E-01
    3.07100E+02,   1.23686E-01,   8.83657E-01
    3.07200E+02,   1.23940E-01,   8.83433E-01
    3.07300E+02,   1.24307E-01,   8.83109E-01
    3.07400E+02,   1.24649E-01,   8.82807E-01
    3.07500E+02,   1.25089E-01,   8.82418E-01
    3.07600E+02,   1.25139E-01,   8.82374E-01
    3.07700E+02,   1.25351E-01,   8.82188E-01
    3.07800E+02,   1.25608E-01,   8.81960E-01
    3.07900E+02,   1.25888E-01,   8.81713E-01
    3.08000E+02,   1.26166E-01,   8.81468E-01
    3.08100E+02,   1.26457E-01,   8.81212E-01
    3.08200E+02,   1.26765E-01,   8.80941E-01
    3.08300E+02,   1.27092E-01,   8.80652E-01
    3.08400E+02,   1.27471E-01,   8.80319E-01
    3.08500E+02,   1.28108E-01,   8.79758E-01
    3.08600E+02,   1.28847E-01,   8.79108E-01
    3.08700E+02,   1.28527E-01,   8.79390E-01
    3.08800E+02,   1.28890E-01,   8.79070E-01
    3.08900E+02,   1.29271E-01,   8.78735E-01
    3.09000E+02,   1.29430E-01,   8.78596E-01
    3.09100E+02,   1.29772E-01,   8.78296E-01
    3.09200E+02,   1.30197E-01,   8.77922E-01
    3.09300E+02,   1.30622E-01,   8.77550E-01
    3.09400E+02,   1.31190E-01,   8.77051E-01
    3.09500E+02,   1.31463E-01,   8.76812E-01
    3.09600E+02,   1.31987E-01,   8.76353E-01
    3.09700E+02,   1.32675E-01,   8.75750E-01
    3.09800E+02,   1.33728E-01,   8.74828E-01
    3.09900E+02,   1.35671E-01,   8.73130E-01
    3.10000E+02,   1.42232E-01,   8.67420E-01
    3.10100E+02,   1.48169E-01,   8.62286E-01
    3.10200E+02,   1.37685E-01,   8.71373E-01
    3.10300E+02,   1.36045E-01,   8.72803E-01
    3.10400E+02,   1.35570E-01,   8.73218E-01
    3.10500E+02,   1.35586E-01,   8.73204E-01
    3.10600E+02,   1.35769E-01,   8.73044E-01
    3.10700E+02,   1.36042E-01,   8.72806E-01
    3.10800E+02,   1.36366E-01,   8.72523E-01
    3.10900E+02,   1.36725E-01,   8.72210E-01
    3.11000E+02,   1.37114E-01,   8.71871E-01
    3.11100E+02,   1.37579E-01,   8.71465E-01
    3.11200E+02,   1.37958E-01,   8.71136E-01
    3.11300E+02,   1.38343E-01,   8.70800E-01
    3.11400E+02,   1.38773E-01,   8.70425E-01
    3.11500E+02,   1.39233E-01,   8.70026E-01
    3.11600E+02,   1.39785E-01,   8.69545E-01
    3.11700E+02,   1.40250E-01,   8.69141E-01
    3.11800E+02,   1.40667E-01,   8.68779E-01
    3.11900E+02,   1.41127E-01,   8.68379E-01
    3.12000E+02,   1.41636E-01,   8.67937E-01
    3.12100E+02,   1.42163E-01,   8.67480E-01
    3.12200E+02,   1.42706E-01,   8.67009E-01
    3.12300E+02,   1.43268E-01,   8.66522E-01
    3.12400E+02,   1.43853E-01,   8.66015E-01
    3.12500E+02,   1.44504E-01,   8.65452E-01
    3.12600E+02,   1.45135E-01,   8.64906E-01
    3.12700E+02,   1.45681E-01,   8.64434E-01
    3.12800E+02,   1.46322E-01,   8.63880E-01
    3.12900E+02,   1.47253E-01,   8.63076E-01
    3.13000E+02,   1.47651E-01,   8.62732E-01
    3.13100E+02,   1.48301E-01,   8.62172E-01
    3.13200E+02,   1.48927E-01,   8.61632E-01
    3.13300E+02,   1.49626E-01,   8.61030E-01
    3.13400E+02,   1.50369E-01,   8.60391E-01
    3.13500E+02,   1.51178E-01,   8.59694E-01
    3.13600E+02,   1.52142E-01,   8.58866E-01
    3.13700E+02,   1.52622E-01,   8.58454E-01
    3.13800E+02,   1.53387E-01,   8.57797E-01
    3.13900E+02,   1.54243E-01,   8.57064E-01
    3.14000E+02,   1.55658E-01,   8.55852E-01
    3.14100E+02,   1.55815E-01,   8.55718E-01
    3.14200E+02,   1.56590E-01,   8.55055E-01
    3.14300E+02,   1.57437E-01,   8.54331E-01
    3.14400E+02,   1.58324E-01,   8.53573E-01
    3.14500E+02,   1.59251E-01,   8.52783E-01
    3.14600E+02,   1.60217E-01,   8.51959E-01
    3.14700E+02,   1.61231E-01,   8.51095E-01
    3.14800E+02,   1.62300E-01,   8.50186E-01
    3.14900E+02,   1.63435E-01,   8.49222E-01
    3.15000E+02,   1.64655E-01,   8.48186E-01
    3.15100E+02,   1.66012E-01,   8.47036E-01
    3.15200E+02,   1.67440E-01,   8.45827E-01
    3.15300E+02,   1.69099E-01,   8.44425E-01
    3.15400E+02,   1.71100E-01,   8.42738E-01
    3.15500E+02,   1.73705E-01,   8.40545E-01
    3.15600E+02,   1.77595E-01,   8.37282E-01
    3.15700E+02,   1.85011E-01,   8.31095E-01
    3.15800E+02,   2.08184E-01,   8.12058E-01
    3.15900E+02,   2.58958E-01,   7.71856E-01
    3.16000E+02,   1.99790E-01,   8.18903E-01
    3.16100E+02,   1.95563E-01,   8.22372E-01
    3.16200E+02,   2.06122E-01,   8.13734E-01
    3.16300E+02,   2.76041E-01,   7.58782E-01
    3.16400E+02,   2.26894E-01,   7.97005E-01
    3.16500E+02,   2.01058E-01,   8.17865E-01
    3.16600E+02,   1.96744E-01,   8.21401E-01
    3.16700E+02,   2.02696E-01,   8.16526E-01
    3.16800E+02,   1.93877E-01,   8.23759E-01
    3.16900E+02,   1.93626E-01,   8.23966E-01
    3.17000E+02,   1.95068E-01,   8.22779E-01
    3.17100E+02,   1.98684E-01,   8.19809E-01
    3.17200E+02,   2.17463E-01,   8.04557E-01
    3.17300E+02,   2.01394E-01,   8.17590E-01
    3.17400E+02,   2.01104E-01,   8.17828E-01
    3.17500E+02,   2.02370E-01,   8.16793E-01
    3.17600E+02,   2.04152E-01,   8.15339E-01
    3.17700E+02,   2.06214E-01,   8.13659E-01
    3.17800E+02,   2.08449E-01,   8.11843E-01
    3.17900E+02,   2.10817E-01,   8.09922E-01
    3.18000E+02,   2.13346E-01,   8.07876E-01
    3.18100E+02,   2.16059E-01,   8.05688E-01
    3.18200E+02,   2.18828E-01,   8.03460E-01
    3.18300E+02,   2.21783E-01,   8.01089E-01
    3.18400E+02,   2.24903E-01,   7.98594E-01
    3.18500E+02,   2.28210E-01,   7.95957E-01
    3.18600E+02,   2.31596E-01,   7.93266E-01
    3.18700E+02,   2.35218E-01,   7.90398E-01
    3.18800E+02,   2.39038E-01,   7.87385E-01
    3.18900E+02,   2.43069E-01,   7.84217E-01
    3.19000E+02,   2.47332E-01,   7.80881E-01
    3.19100E+02,   2.51865E-01,   7.77350E-01
    3.19200E+02,   2.56765E-01,   7.73550E-01
    3.19300E+02,   2.61916E-01,   7.69575E-01
    3.19400E+02,   2.67573E-01,   7.65234E-01
    3.19500E+02,   2.73512E-01,   7.60703E-01
    3.19600E+02,   2.80371E-01,   7.55504E-01
    3.19700E+02,   2.88641E-01,   7.49281E-01
    3.19800E+02,   3.00138E-01,   7.40716E-01
    3.19900E+02,   3.23362E-01,   7.23712E-01
    3.20000E+02,   4.66737E-01,   6.27045E-01
    3.20100E+02,   3.36030E-01,   7.14601E-01
    3.20200E+02,   3.29008E-01,   7.19638E-01
    3.20300E+02,   3.32633E-01,   7.17033E-01
    3.20400E+02,   3.39376E-01,   7.12215E-01
    3.20500E+02,   3.47473E-01,   7.06471E-01
    3.20600E+02,   3.56573E-01,   7.00071E-01
    3.20700E+02,   3.66268E-01,   6.93317E-01
    3.20800E+02,   3.76523E-01,   6.86243E-01
    3.20900E+02,   3.87197E-01,   6.78957E-01
    3.21000E+02,   3.98216E-01,   6.71517E-01
    3.21100E+02,   4.09548E-01,   6.63950E-01
    3.21200E+02,   4.20897E-01,   6.56458E-01
    3.21300E+02,   4.32472E-01,   6.48903E-01
    3.21400E+02,   4.44366E-01,   6.41231E-01
    3.21500E+02,   4.56793E-01,   6.33312E-01
    3.21600E+02,   4.69680E-01,   6.25202E-01
    3.21700E+02,   4.83453E-01,   6.16651E-01
    3.21800E+02,   4.98228E-01,   6.07606E-01
    3.21900E+02,   5.14318E-01,   5.97909E-01
    3.22000E+02,   5.34123E-01,   5.86183E-01
    3.22100E+02,   5.50686E-01,   5.76554E-01
    3.22200E+02,   5.70257E-01,   5.65380E-01
    3.22300E+02,   5.91658E-01,   5.53409E-01
    3.22400E+02,   6.15230E-01,   5.40516E-01
    3.22500E+02,   6.40882E-01,   5.26828E-01
    3.22600E+02,   6.68753E-01,   5.12347E-01
    3.22700E+02,   6.99192E-01,   4.96987E-01
    3.22800E+02,   7.31840E-01,   4.81023E-01
    3.22900E+02,   7.67512E-01,   4.64166E-01
    3.23000E+02,   8.06272E-01,   4.46519E-01
    3.23100E+02,   8.48366E-01,   4.28114E-01
    3.23200E+02,   8.94079E-01,   4.08984E-01
    3.23300E+02,   9.43679E-01,   3.89193E-01
    3.23400E+02,   9.97482E-01,   3.68807E-01
    3.23500E+02,   1.05582E+00,   3.47908E-01
    3.23600E+02,   1.11917E+00,   3.26552E-01
    3.23700E+02,   1.19259E+00,   3.03433E-01
    3.23800E+02,   1.26001E+00,   2.83651E-01
    3.23900E+02,   1.33758E+00,   2.62479E-01
    3.24000E+02,   1.42063E+00,   2.41562E-01
    3.24100E+02,   1.50870E+00,   2.21196E-01
    3.24200E+02,   1.60148E+00,   2.01598E-01
    3.24300E+02,   1.69788E+00,   1.83071E-01
    3.24400E+02,   1.79677E+00,   1.65834E-01
    3.24500E+02,   1.89669E+00,   1.50064E-01
    3.24600E+02,   1.99545E+00,   1.35952E-01
    3.24700E+02,   2.09013E+00,   1.23671E-01
    3.24800E+02,   2.17718E+00,   1.13361E-01
    3.24900E+02,   2.25239E+00,   1.05148E-01
    3.25000E+02,   2.31063E+00,   9.91992E-02
    3.25100E+02,   2.34624E+00,   9.57289E-02
    3.25200E+02,   2.34867E+00,   9.54959E-02
    3.25300E+02,   2.31714E+00,   9.85555E-02
    3.25400E+02,   2.26258E+00,   1.04081E-01
    3.25500E+02,   2.19042E+00,   1.11869E-01
    3.25600E+02,   2.10606E+00,   1.21717E-01
    3.25700E+02,   2.01344E+00,   1.33528E-01
    3.25800E+02,   1.91649E+00,   1.47123E-01
    3.25900E+02,   1.81795E+00,   1.62359E-01
    3.26000E+02,   1.72018E+00,   1.79035E-01
    3.26100E+02,   1.62467E+00,   1.96977E-01
    3.26200E+02,   1.53271E+00,   2.15949E-01
    3.26300E+02,   1.44554E+00,   2.35619E-01
    3.26400E+02,   1.36443E+00,   2.55527E-01
    3.26500E+02,   1.29001E+00,   2.75268E-01
    3.26600E+02,   1.21832E+00,   2.95728E-01
    3.26700E+02,   1.15932E+00,   3.13700E-01
    3.26800E+02,   1.12575E+00,   3.24409E-01
    3.26900E+02,   1.33778E+00,   2.62427E-01
    3.27000E+02,   1.01305E+00,   3.63109E-01
    3.27100E+02,   9.31627E-01,   3.93912E-01
    3.27200E+02,   8.75047E-01,   4.16843E-01
    3.27300E+02,   8.27541E-01,   4.37123E-01
    3.27400E+02,   7.85478E-01,   4.55902E-01
    3.27500E+02,   7.47613E-01,   4.73496E-01
    3.27600E+02,   7.13625E-01,   4.89865E-01
    3.27700E+02,   6.84879E-01,   5.04151E-01
    3.27800E+02,   6.67746E-01,   5.12863E-01
    3.27900E+02,   6.37025E-01,   5.28863E-01
    3.28000E+02,   6.00791E-01,   5.48378E-01
    3.28100E+02,   5.74548E-01,   5.62959E-01
    3.28200E+02,   5.51604E-01,   5.76025E-01
    3.28300E+02,   5.30672E-01,   5.88210E-01
    3.28400E+02,   5.11373E-01,   5.99672E-01
    3.28500E+02,   4.93556E-01,   6.10452E-01
    3.28600E+02,   4.76838E-01,   6.20743E-01
    3.28700E+02,   4.61278E-01,   6.30478E-01
    3.28800E+02,   4.46805E-01,   6.39669E-01
    3.28900E+02,   4.33243E-01,   6.48403E-01
    3.29000E+02,   4.20578E-01,   6.56667E-01
    3.29100E+02,   4.08781E-01,   6.64460E-01
    3.29200E+02,   3.97567E-01,   6.71953E-01
    3.29300E+02,   3.87202E-01,   6.78954E-01
    3.29400E+02,   3.77208E-01,   6.85773E-01
    3.29500E+02,   3.67926E-01,   6.92168E-01
    3.29600E+02,   3.59307E-01,   6.98160E-01
    3.29700E+02,   3.51136E-01,   7.03888E-01
    3.29800E+02,   3.44238E-01,   7.08760E-01
    3.29900E+02,   3.35898E-01,   7.14696E-01
    3.30000E+02,   3.28835E-01,   7.19762E-01
    3.30100E+02,   3.22238E-01,   7.24526E-01
    3.30200E+02,   3.16015E-01,   7.29048E-01
    3.30300E+02,   3.10123E-01,   7.33357E-01
    3.30400E+02,   3.04547E-01,   7.37458E-01
    3.30500E+02,   2.99250E-01,   7.41374E-01
    3.30600E+02,   2.94244E-01,   7.45095E-01
    3.30700E+02,   2.89487E-01,   7.48648E-01
    3.30800E+02,   2.84965E-01,   7.52040E-01
    3.30900E+02,   2.80687E-01,   7.55265E-01
    3.31000E+02,   2.76657E-01,   7.58315E-01
    3.31100E+02,   2.72800E-01,   7.61245E-01
    3.31200E+02,   2.69093E-01,   7.64072E-01
    3.31300E+02,   2.65612E-01,   7.66736E-01
    3.31400E+02,   2.62324E-01,   7.69262E-01
    3.31500E+02,   2.59243E-01,   7.71636E-01
    3.31600E+02,   2.56352E-01,   7.73870E-01
    3.31700E+02,   2.53701E-01,   7.75924E-01
    3.31800E+02,   2.51891E-01,   7.77330E-01
    3.31900E+02,   2.48804E-01,   7.79733E-01
    3.32000E+02,   2.46669E-01,   7.81399E-01
    3.32100E+02,   2.45090E-01,   7.82634E-01
    3.32200E+02,   2.43695E-01,   7.83727E-01
    3.32300E+02,   2.43270E-01,   7.84060E-01
    3.32400E+02,   2.44469E-01,   7.83120E-01
    3.32500E+02,   2.49620E-01,   7.79097E-01
    3.32600E+02,   2.68775E-01,   7.64315E-01
    3.32700E+02,   4.39010E-01,   6.44674E-01
    3.32800E+02,   2.83967E-01,   7.52791E-01
    3.32900E+02,   2.96401E-01,   7.43489E-01
    3.33000E+02,   2.44424E-01,   7.83155E-01
    3.33100E+02,   2.32795E-01,   7.92316E-01
    3.33200E+02,   2.27115E-01,   7.96829E-01
    3.33300E+02,   2.23468E-01,   7.99741E-01
    3.33400E+02,   2.20755E-01,   8.01913E-01
    3.33500E+02,   2.18526E-01,   8.03702E-01
    3.33600E+02,   2.16634E-01,   8.05225E-01
    3.33700E+02,   2.14950E-01,   8.06581E-01
    3.33800E+02,   2.13447E-01,   8.07795E-01
    3.33900E+02,   2.12143E-01,   8.08849E-01
    3.34000E+02,   2.10916E-01,   8.09842E-01
    3.34100E+02,   2.09520E-01,   8.10974E-01
    3.34200E+02,   2.08335E-01,   8.11935E-01
    3.34300E+02,   2.07258E-01,   8.12810E-01
    3.34400E+02,   2.06238E-01,   8.13640E-01
    3.34500E+02,   2.05302E-01,   8.14401E-01
    3.34600E+02,   2.04437E-01,   8.15106E-01
    3.34700E+02,   2.03666E-01,   8.15734E-01
    3.34800E+02,   2.03001E-01,   8.16277E-01
    3.34900E+02,   2.02539E-01,   8.16655E-01
    3.35000E+02,   2.02471E-01,   8.16711E-01
    3.35100E+02,   2.03519E-01,   8.15855E-01
    3.35200E+02,   2.09332E-01,   8.11126E-01
    3.35300E+02,   2.19797E-01,   8.02682E-01
    3.35400E+02,   2.02931E-01,   8.16335E-01
    3.35500E+02,   1.99445E-01,   8.19185E-01
    3.35600E+02,   1.97908E-01,   8.20445E-01
    3.35700E+02,   1.97229E-01,   8.21003E-01
    3.35800E+02,   1.95881E-01,   8.22110E-01
    3.35900E+02,   1.95555E-01,   8.22378E-01
    3.36000E+02,   1.94421E-01,   8.23311E-01
    3.36100E+02,   1.93737E-01,   8.23874E-01
    3.36200E+02,   1.93521E-01,   8.24052E-01
    3.36300E+02,   1.92551E-01,   8.24852E-01
    3.36400E+02,   1.91956E-01,   8.25343E-01
    3.36500E+02,   1.91427E-01,   8.25780E-01
    3.36600E+02,   1.90937E-01,   8.26185E-01
    3.36700E+02,   1.90468E-01,   8.26572E-01
    3.36800E+02,   1.90029E-01,   8.26935E-01
    3.36900E+02,   1.89618E-01,   8.27275E-01
    3.37000E+02,   1.89214E-01,   8.27609E-01
    3.37100E+02,   1.88960E-01,   8.27820E-01
    3.37200E+02,   1.88593E-01,   8.28123E-01
    3.37300E+02,   1.88199E-01,   8.28450E-01
    3.37400E+02,   1.87861E-01,   8.28730E-01
    3.37500E+02,   1.87685E-01,   8.28875E-01
    3.37600E+02,   1.87724E-01,   8.28844E-01
    3.37700E+02,   1.87180E-01,   8.29295E-01
    3.37800E+02,   1.86666E-01,   8.29721E-01
    3.37900E+02,   1.86346E-01,   8.29986E-01
    3.38000E+02,   1.86079E-01,   8.30208E-01
    3.38100E+02,   1.85845E-01,   8.30402E-01
    3.38200E+02,   1.85626E-01,   8.30584E-01
    3.38300E+02,   1.85487E-01,   8.30700E-01
    3.38400E+02,   1.85289E-01,   8.30864E-01
    3.38500E+02,   1.85107E-01,   8.31015E-01
    3.38600E+02,   1.85092E-01,   8.31028E-01
    3.38700E+02,   1.86298E-01,   8.30026E-01
    3.38800E+02,   1.84994E-01,   8.31109E-01
    3.38900E+02,   1.84526E-01,   8.31498E-01
    3.39000E+02,   1.84259E-01,   8.31720E-01
