 freq,	    tau,          Transmission
    4.06600E+02,   3.58991E-01,   6.98380E-01
    4.06700E+02,   3.59005E-01,   6.98371E-01
    4.06800E+02,   3.59078E-01,   6.98320E-01
    4.06900E+02,   3.59209E-01,   6.98228E-01
    4.07000E+02,   3.59419E-01,   6.98081E-01
    4.07100E+02,   3.59560E-01,   6.97983E-01
    4.07200E+02,   3.59819E-01,   6.97802E-01
    4.07300E+02,   3.60150E-01,   6.97572E-01
    4.07400E+02,   3.60588E-01,   6.97267E-01
    4.07500E+02,   3.61168E-01,   6.96862E-01
    4.07600E+02,   3.61964E-01,   6.96307E-01
    4.07700E+02,   3.63073E-01,   6.95536E-01
    4.07800E+02,   3.64741E-01,   6.94376E-01
    4.07900E+02,   3.67490E-01,   6.92471E-01
    4.08000E+02,   3.72560E-01,   6.88968E-01
    4.08100E+02,   3.83973E-01,   6.81150E-01
    4.08200E+02,   4.20784E-01,   6.56532E-01
    4.08300E+02,   6.83040E-01,   5.05079E-01
    4.08400E+02,   4.13424E-01,   6.61382E-01
    4.08500E+02,   3.82916E-01,   6.81870E-01
    4.08600E+02,   3.73710E-01,   6.88177E-01
    4.08700E+02,   3.70097E-01,   6.90667E-01
    4.08800E+02,   3.66694E-01,   6.93022E-01
    4.08900E+02,   3.65436E-01,   6.93894E-01
    4.09000E+02,   3.65157E-01,   6.94088E-01
    4.09100E+02,   3.64293E-01,   6.94688E-01
    4.09200E+02,   3.63954E-01,   6.94923E-01
    4.09300E+02,   3.63782E-01,   6.95043E-01
    4.09400E+02,   3.63788E-01,   6.95038E-01
    4.09500E+02,   3.63881E-01,   6.94974E-01
    4.09600E+02,   3.64048E-01,   6.94858E-01
    4.09700E+02,   3.64264E-01,   6.94708E-01
    4.09800E+02,   3.64543E-01,   6.94514E-01
    4.09900E+02,   3.64837E-01,   6.94310E-01
    4.10000E+02,   3.65124E-01,   6.94111E-01
    4.10100E+02,   3.65469E-01,   6.93871E-01
    4.10200E+02,   3.65861E-01,   6.93599E-01
    4.10300E+02,   3.66310E-01,   6.93288E-01
    4.10400E+02,   3.67224E-01,   6.92654E-01
    4.10500E+02,   3.67429E-01,   6.92513E-01
    4.10600E+02,   3.67667E-01,   6.92348E-01
    4.10700E+02,   3.68155E-01,   6.92010E-01
    4.10800E+02,   3.68679E-01,   6.91648E-01
    4.10900E+02,   3.69245E-01,   6.91256E-01
    4.11000E+02,   3.69852E-01,   6.90836E-01
    4.11100E+02,   3.70483E-01,   6.90401E-01
    4.11200E+02,   3.71173E-01,   6.89924E-01
    4.11300E+02,   3.71899E-01,   6.89424E-01
    4.11400E+02,   3.72752E-01,   6.88836E-01
    4.11500E+02,   3.73772E-01,   6.88134E-01
    4.11600E+02,   3.75422E-01,   6.86999E-01
    4.11700E+02,   3.79608E-01,   6.84130E-01
    4.11800E+02,   3.76788E-01,   6.86061E-01
    4.11900E+02,   3.77483E-01,   6.85585E-01
    4.12000E+02,   3.78762E-01,   6.84709E-01
    4.12100E+02,   3.79788E-01,   6.84007E-01
    4.12200E+02,   3.81067E-01,   6.83132E-01
    4.12300E+02,   3.82852E-01,   6.81914E-01
    4.12400E+02,   3.85784E-01,   6.79917E-01
    4.12500E+02,   3.89387E-01,   6.77472E-01
    4.12600E+02,   3.89148E-01,   6.77634E-01
    4.12700E+02,   3.88885E-01,   6.77812E-01
    4.12800E+02,   3.90658E-01,   6.76612E-01
    4.12900E+02,   3.96627E-01,   6.72585E-01
    4.13000E+02,   4.39934E-01,   6.44079E-01
    4.13100E+02,   4.01541E-01,   6.69288E-01
    4.13200E+02,   3.94156E-01,   6.74249E-01
    4.13300E+02,   3.92905E-01,   6.75093E-01
    4.13400E+02,   3.93282E-01,   6.74839E-01
    4.13500E+02,   3.94477E-01,   6.74032E-01
    4.13600E+02,   3.96394E-01,   6.72742E-01
    4.13700E+02,   3.99028E-01,   6.70972E-01
    4.13800E+02,   4.02979E-01,   6.68326E-01
    4.13900E+02,   4.09362E-01,   6.64074E-01
    4.14000E+02,   4.21336E-01,   6.56169E-01
    4.14100E+02,   4.50035E-01,   6.37606E-01
    4.14200E+02,   5.67455E-01,   5.66966E-01
    4.14300E+02,   5.96659E-01,   5.50648E-01
    4.14400E+02,   4.57902E-01,   6.32610E-01
    4.14500E+02,   4.28325E-01,   6.51600E-01
    4.14600E+02,   4.17823E-01,   6.58478E-01
    4.14700E+02,   4.13402E-01,   6.61396E-01
    4.14800E+02,   4.11720E-01,   6.62510E-01
    4.14900E+02,   4.11235E-01,   6.62831E-01
    4.15000E+02,   4.11074E-01,   6.62938E-01
    4.15100E+02,   4.11988E-01,   6.62332E-01
    4.15200E+02,   4.16650E-01,   6.59251E-01
    4.15300E+02,   4.13895E-01,   6.61070E-01
    4.15400E+02,   4.15388E-01,   6.60084E-01
    4.15500E+02,   4.15918E-01,   6.59734E-01
    4.15600E+02,   4.17460E-01,   6.58718E-01
    4.15700E+02,   4.19033E-01,   6.57682E-01
    4.15800E+02,   4.20539E-01,   6.56693E-01
    4.15900E+02,   4.22204E-01,   6.55600E-01
    4.16000E+02,   4.24005E-01,   6.54421E-01
    4.16100E+02,   4.26046E-01,   6.53086E-01
    4.16200E+02,   4.28229E-01,   6.51662E-01
    4.16300E+02,   4.30339E-01,   6.50288E-01
    4.16400E+02,   4.32550E-01,   6.48853E-01
    4.16500E+02,   4.34720E-01,   6.47446E-01
    4.16600E+02,   4.36784E-01,   6.46111E-01
    4.16700E+02,   4.39258E-01,   6.44514E-01
    4.16800E+02,   4.42227E-01,   6.42604E-01
    4.16900E+02,   4.44826E-01,   6.40936E-01
    4.17000E+02,   4.47043E-01,   6.39516E-01
    4.17100E+02,   4.49758E-01,   6.37782E-01
    4.17200E+02,   4.52654E-01,   6.35938E-01
    4.17300E+02,   4.55776E-01,   6.33956E-01
    4.17400E+02,   4.58866E-01,   6.32000E-01
    4.17500E+02,   4.62023E-01,   6.30008E-01
    4.17600E+02,   4.65383E-01,   6.27895E-01
    4.17700E+02,   4.68913E-01,   6.25682E-01
    4.17800E+02,   4.72581E-01,   6.23391E-01
    4.17900E+02,   4.76437E-01,   6.20992E-01
    4.18000E+02,   4.80772E-01,   6.18306E-01
    4.18100E+02,   4.84676E-01,   6.15897E-01
    4.18200E+02,   4.88846E-01,   6.13334E-01
    4.18300E+02,   4.93289E-01,   6.10615E-01
    4.18400E+02,   4.97983E-01,   6.07755E-01
    4.18500E+02,   5.02902E-01,   6.04773E-01
    4.18600E+02,   5.08214E-01,   6.01569E-01
    4.18700E+02,   5.13410E-01,   5.98452E-01
    4.18800E+02,   5.19033E-01,   5.95096E-01
    4.18900E+02,   5.25069E-01,   5.91515E-01
    4.19000E+02,   5.31152E-01,   5.87927E-01
    4.19100E+02,   5.37660E-01,   5.84114E-01
    4.19200E+02,   5.44692E-01,   5.80021E-01
    4.19300E+02,   5.51592E-01,   5.76032E-01
    4.19400E+02,   5.59248E-01,   5.71639E-01
    4.19500E+02,   5.67061E-01,   5.67190E-01
    4.19600E+02,   5.75420E-01,   5.62469E-01
    4.19700E+02,   5.84295E-01,   5.57499E-01
    4.19800E+02,   5.93823E-01,   5.52212E-01
    4.19900E+02,   6.03731E-01,   5.46768E-01
    4.20000E+02,   6.14194E-01,   5.41077E-01
    4.20100E+02,   6.25406E-01,   5.35044E-01
    4.20200E+02,   6.37767E-01,   5.28471E-01
    4.20300E+02,   6.49950E-01,   5.22072E-01
    4.20400E+02,   6.63169E-01,   5.15216E-01
    4.20500E+02,   6.77623E-01,   5.07823E-01
    4.20600E+02,   6.93791E-01,   4.99678E-01
    4.20700E+02,   7.14022E-01,   4.89671E-01
    4.20800E+02,   7.66420E-01,   4.64674E-01
    4.20900E+02,   7.48630E-01,   4.73014E-01
    4.21000E+02,   7.64576E-01,   4.65531E-01
    4.21100E+02,   7.84600E-01,   4.56302E-01
    4.21200E+02,   8.06961E-01,   4.46212E-01
    4.21300E+02,   8.31370E-01,   4.35452E-01
    4.21400E+02,   8.57950E-01,   4.24031E-01
    4.21500E+02,   8.86893E-01,   4.11934E-01
    4.21600E+02,   9.18413E-01,   3.99152E-01
    4.21700E+02,   9.52873E-01,   3.85631E-01
    4.21800E+02,   9.90903E-01,   3.71241E-01
    4.21900E+02,   1.03184E+00,   3.56352E-01
    4.22000E+02,   1.07688E+00,   3.40658E-01
    4.22100E+02,   1.12670E+00,   3.24101E-01
    4.22200E+02,   1.18182E+00,   3.06720E-01
    4.22300E+02,   1.24297E+00,   2.88527E-01
    4.22400E+02,   1.31101E+00,   2.69547E-01
    4.22500E+02,   1.38704E+00,   2.49814E-01
    4.22600E+02,   1.47244E+00,   2.29365E-01
    4.22700E+02,   1.56834E+00,   2.08391E-01
    4.22800E+02,   1.67592E+00,   1.87136E-01
    4.22900E+02,   1.79872E+00,   1.65510E-01
    4.23000E+02,   1.93906E+00,   1.43840E-01
    4.23100E+02,   2.10036E+00,   1.22412E-01
    4.23200E+02,   2.28623E+00,   1.01649E-01
    4.23300E+02,   2.50290E+00,   8.18471E-02
    4.23400E+02,   2.75818E+00,   6.34071E-02
    4.23500E+02,   3.06638E+00,   4.65893E-02
    4.23600E+02,   3.47289E+00,   3.10271E-02
    4.23700E+02,   3.97422E+00,   1.87940E-02
    4.23800E+02,   4.33227E+00,   1.31376E-02
    4.23900E+02,   4.90895E+00,   7.38026E-03
    4.24000E+02,   5.63980E+00,   3.55358E-03
    4.24100E+02,   6.55824E+00,   1.41838E-03
    4.24200E+02,   7.72755E+00,   4.40520E-04
    4.24300E+02,   9.24923E+00,   9.61861E-05
    4.24400E+02,   1.12972E+01,   1.24082E-05
    4.24500E+02,   1.42005E+01,   6.80432E-07
    4.24600E+02,   1.87293E+01,   7.34477E-09
    4.24700E+02,   2.76830E+01,   9.49364E-13
    4.24800E+02,   3.24726E+01,   7.89445E-15
    4.24900E+02,   2.04820E+01,   1.27289E-09
    4.25000E+02,   1.52324E+01,   2.42458E-07
    4.25100E+02,   1.20231E+01,   6.00418E-06
    4.25200E+02,   9.80100E+00,   5.53964E-05
    4.25300E+02,   8.14194E+00,   2.91073E-04
    4.25400E+02,   6.88718E+00,   1.02078E-03
    4.25500E+02,   5.90618E+00,   2.72256E-03
    4.25600E+02,   5.12349E+00,   5.95521E-03
    4.25700E+02,   4.48954E+00,   1.12258E-02
    4.25800E+02,   3.97002E+00,   1.88731E-02
    4.25900E+02,   3.54057E+00,   2.89968E-02
    4.26000E+02,   3.18715E+00,   4.12892E-02
    4.26100E+02,   2.89450E+00,   5.53268E-02
    4.26200E+02,   2.61868E+00,   7.28993E-02
    4.26300E+02,   2.39477E+00,   9.11938E-02
    4.26400E+02,   2.20357E+00,   1.10408E-01
    4.26500E+02,   2.03843E+00,   1.30233E-01
    4.26600E+02,   1.89487E+00,   1.50338E-01
    4.26700E+02,   1.76956E+00,   1.70408E-01
    4.26800E+02,   1.65950E+00,   1.90234E-01
    4.26900E+02,   1.56227E+00,   2.09659E-01
    4.27000E+02,   1.47610E+00,   2.28527E-01
    4.27100E+02,   1.39968E+00,   2.46675E-01
    4.27200E+02,   1.33133E+00,   2.64126E-01
    4.27300E+02,   1.27030E+00,   2.80747E-01
    4.27400E+02,   1.21603E+00,   2.96406E-01
    4.27500E+02,   1.16635E+00,   3.11503E-01
    4.27600E+02,   1.12180E+00,   3.25694E-01
    4.27700E+02,   1.08182E+00,   3.38979E-01
    4.27800E+02,   1.04616E+00,   3.51283E-01
    4.27900E+02,   1.01733E+00,   3.61558E-01
    4.28000E+02,   9.86215E-01,   3.72986E-01
    4.28100E+02,   9.55571E-01,   3.84592E-01
    4.28200E+02,   9.30162E-01,   3.94490E-01
    4.28300E+02,   9.07747E-01,   4.03432E-01
    4.28400E+02,   8.88140E-01,   4.11420E-01
    4.28500E+02,   8.71947E-01,   4.18137E-01
    4.28600E+02,   8.61771E-01,   4.22413E-01
    4.28700E+02,   8.71001E-01,   4.18532E-01
    4.28800E+02,   1.02139E+00,   3.60095E-01
    4.28900E+02,   8.35213E-01,   4.33782E-01
    4.29000E+02,   8.02386E-01,   4.48258E-01
    4.29100E+02,   7.84383E-01,   4.56401E-01
    4.29200E+02,   7.71836E-01,   4.62164E-01
    4.29300E+02,   7.64386E-01,   4.65620E-01
    4.29400E+02,   7.80534E-01,   4.58161E-01
    4.29500E+02,   7.49777E-01,   4.72472E-01
    4.29600E+02,   7.35051E-01,   4.79481E-01
    4.29700E+02,   7.24888E-01,   4.84379E-01
    4.29800E+02,   7.17767E-01,   4.87840E-01
    4.29900E+02,   7.12602E-01,   4.90367E-01
    4.30000E+02,   7.09261E-01,   4.92008E-01
    4.30100E+02,   7.09886E-01,   4.91700E-01
    4.30200E+02,   7.20858E-01,   4.86335E-01
    4.30300E+02,   8.01383E-01,   4.48708E-01
    4.30400E+02,   7.48258E-01,   4.73190E-01
    4.30500E+02,   7.00740E-01,   4.96218E-01
    4.30600E+02,   6.86107E-01,   5.03532E-01
    4.30700E+02,   6.78649E-01,   5.07302E-01
    4.30800E+02,   6.74276E-01,   5.09525E-01
    4.30900E+02,   6.73146E-01,   5.10101E-01
    4.31000E+02,   6.67766E-01,   5.12853E-01
    4.31100E+02,   6.64646E-01,   5.14455E-01
    4.31200E+02,   6.62387E-01,   5.15619E-01
    4.31300E+02,   6.60693E-01,   5.16493E-01
    4.31400E+02,   6.59424E-01,   5.17149E-01
    4.31500E+02,   6.58471E-01,   5.17642E-01
    4.31600E+02,   6.57784E-01,   5.17998E-01
    4.31700E+02,   6.57387E-01,   5.18204E-01
    4.31800E+02,   6.57244E-01,   5.18278E-01
    4.31900E+02,   6.57426E-01,   5.18184E-01
    4.32000E+02,   6.57731E-01,   5.18026E-01
    4.32100E+02,   6.58385E-01,   5.17687E-01
    4.32200E+02,   6.59308E-01,   5.17209E-01
    4.32300E+02,   6.60152E-01,   5.16773E-01
    4.32400E+02,   6.61201E-01,   5.16231E-01
    4.32500E+02,   6.62590E-01,   5.15514E-01
    4.32600E+02,   6.64215E-01,   5.14678E-01
    4.32700E+02,   6.66064E-01,   5.13727E-01
    4.32800E+02,   6.68180E-01,   5.12641E-01
    4.32900E+02,   6.70518E-01,   5.11443E-01
    4.33000E+02,   6.73702E-01,   5.09818E-01
    4.33100E+02,   6.75714E-01,   5.08793E-01
    4.33200E+02,   6.78639E-01,   5.07307E-01
    4.33300E+02,   6.81891E-01,   5.05660E-01
    4.33400E+02,   6.86156E-01,   5.03508E-01
    4.33500E+02,   6.89145E-01,   5.02005E-01
    4.33600E+02,   6.92696E-01,   5.00225E-01
    4.33700E+02,   6.96740E-01,   4.98207E-01
    4.33800E+02,   7.01133E-01,   4.96023E-01
    4.33900E+02,   7.05829E-01,   4.93699E-01
    4.34000E+02,   7.10851E-01,   4.91226E-01
    4.34100E+02,   7.16252E-01,   4.88580E-01
    4.34200E+02,   7.22318E-01,   4.85625E-01
    4.34300E+02,   7.31908E-01,   4.80990E-01
    4.34400E+02,   7.34454E-01,   4.79767E-01
    4.34500E+02,   7.40863E-01,   4.76702E-01
    4.34600E+02,   7.48583E-01,   4.73036E-01
    4.34700E+02,   7.55147E-01,   4.69942E-01
    4.34800E+02,   7.62932E-01,   4.66297E-01
    4.34900E+02,   7.71287E-01,   4.62418E-01
    4.35000E+02,   7.80144E-01,   4.58340E-01
    4.35100E+02,   7.89620E-01,   4.54017E-01
    4.35200E+02,   7.99731E-01,   4.49450E-01
    4.35300E+02,   8.10468E-01,   4.44650E-01
    4.35400E+02,   8.21946E-01,   4.39575E-01
    4.35500E+02,   8.34747E-01,   4.33984E-01
    4.35600E+02,   8.47271E-01,   4.28583E-01
    4.35700E+02,   8.61202E-01,   4.22654E-01
    4.35800E+02,   8.76358E-01,   4.16296E-01
    4.35900E+02,   8.92380E-01,   4.09679E-01
    4.36000E+02,   9.09912E-01,   4.02560E-01
    4.36100E+02,   9.28635E-01,   3.95093E-01
    4.36200E+02,   9.48744E-01,   3.87227E-01
    4.36300E+02,   9.70580E-01,   3.78863E-01
    4.36400E+02,   9.94412E-01,   3.69941E-01
    4.36500E+02,   1.02003E+00,   3.60586E-01
    4.36600E+02,   1.04790E+00,   3.50672E-01
    4.36700E+02,   1.07815E+00,   3.40225E-01
    4.36800E+02,   1.11088E+00,   3.29270E-01
    4.36900E+02,   1.14628E+00,   3.17816E-01
    4.37000E+02,   1.18459E+00,   3.05871E-01
    4.37100E+02,   1.22624E+00,   2.93395E-01
    4.37200E+02,   1.27262E+00,   2.80096E-01
    4.37300E+02,   1.32820E+00,   2.64953E-01
    4.37400E+02,   1.41679E+00,   2.42490E-01
    4.37500E+02,   1.77291E+00,   1.69839E-01
    4.37600E+02,   1.49716E+00,   2.23764E-01
    4.37700E+02,   1.50932E+00,   2.21061E-01
    4.37800E+02,   1.55168E+00,   2.11891E-01
    4.37900E+02,   1.60670E+00,   2.00548E-01
    4.38000E+02,   1.67070E+00,   1.88116E-01
    4.38100E+02,   1.74320E+00,   1.74960E-01
    4.38200E+02,   1.82420E+00,   1.61347E-01
    4.38300E+02,   1.91472E+00,   1.47383E-01
    4.38400E+02,   2.02177E+00,   1.32421E-01
    4.38500E+02,   2.14941E+00,   1.16553E-01
    4.38600E+02,   2.21440E+00,   1.09219E-01
    4.38700E+02,   2.31107E+00,   9.91548E-02
    4.38800E+02,   2.40680E+00,   9.01031E-02
    4.38900E+02,   2.49288E+00,   8.26715E-02
    4.39000E+02,   2.56155E+00,   7.71851E-02
    4.39100E+02,   2.60510E+00,   7.38959E-02
    4.39200E+02,   2.61284E+00,   7.33263E-02
    4.39300E+02,   2.58650E+00,   7.52829E-02
    4.39400E+02,   2.53604E+00,   7.91794E-02
    4.39500E+02,   2.46949E+00,   8.46281E-02
    4.39600E+02,   2.39812E+00,   9.08890E-02
    4.39700E+02,   2.31068E+00,   9.91937E-02
    4.39800E+02,   2.22883E+00,   1.07654E-01
    4.39900E+02,   2.15088E+00,   1.16382E-01
    4.40000E+02,   2.07846E+00,   1.25123E-01
    4.40100E+02,   2.01312E+00,   1.33571E-01
    4.40200E+02,   1.95404E+00,   1.41700E-01
    4.40300E+02,   1.90297E+00,   1.49125E-01
    4.40400E+02,   1.86056E+00,   1.55586E-01
    4.40500E+02,   1.82336E+00,   1.61483E-01
    4.40600E+02,   1.79279E+00,   1.66494E-01
    4.40700E+02,   1.76955E+00,   1.70410E-01
    4.40800E+02,   1.75360E+00,   1.73149E-01
    4.40900E+02,   1.74366E+00,   1.74878E-01
    4.41000E+02,   1.74242E+00,   1.75096E-01
    4.41100E+02,   1.75304E+00,   1.73246E-01
    4.41200E+02,   1.79195E+00,   1.66635E-01
    4.41300E+02,   1.97959E+00,   1.38126E-01
    4.41400E+02,   1.91927E+00,   1.46713E-01
    4.41500E+02,   1.81078E+00,   1.63527E-01
    4.41600E+02,   1.79909E+00,   1.65449E-01
    4.41700E+02,   1.81054E+00,   1.63565E-01
    4.41800E+02,   1.83339E+00,   1.59871E-01
    4.41900E+02,   1.86643E+00,   1.54674E-01
    4.42000E+02,   1.91743E+00,   1.46984E-01
    4.42100E+02,   2.07735E+00,   1.25262E-01
    4.42200E+02,   2.01266E+00,   1.33632E-01
    4.42300E+02,   2.02732E+00,   1.31688E-01
    4.42400E+02,   2.06828E+00,   1.26404E-01
    4.42500E+02,   2.11814E+00,   1.20255E-01
    4.42600E+02,   2.17338E+00,   1.13792E-01
    4.42700E+02,   2.23167E+00,   1.07349E-01
    4.42800E+02,   2.29117E+00,   1.01148E-01
    4.42900E+02,   2.35019E+00,   9.53511E-02
    4.43000E+02,   2.40681E+00,   9.01027E-02
    4.43100E+02,   2.45906E+00,   8.55157E-02
    4.43200E+02,   2.50770E+00,   8.14555E-02
    4.43300E+02,   2.55483E+00,   7.77054E-02
    4.43400E+02,   2.60255E+00,   7.40842E-02
    4.43500E+02,   2.65277E+00,   7.04555E-02
    4.43600E+02,   2.70705E+00,   6.67336E-02
    4.43700E+02,   2.76682E+00,   6.28617E-02
    4.43800E+02,   2.83296E+00,   5.88386E-02
    4.43900E+02,   2.90635E+00,   5.46748E-02
    4.44000E+02,   2.98765E+00,   5.04059E-02
    4.44100E+02,   3.07794E+00,   4.60542E-02
    4.44200E+02,   3.17550E+00,   4.17731E-02
    4.44300E+02,   3.28278E+00,   3.75238E-02
    4.44400E+02,   3.40019E+00,   3.33669E-02
    4.44500E+02,   3.52818E+00,   2.93583E-02
    4.44600E+02,   3.66716E+00,   2.55490E-02
    4.44700E+02,   3.81812E+00,   2.19690E-02
    4.44800E+02,   3.98223E+00,   1.86441E-02
    4.44900E+02,   4.16097E+00,   1.55924E-02
    4.45000E+02,   4.36120E+00,   1.27631E-02
    4.45100E+02,   4.56423E+00,   1.04179E-02
    4.45200E+02,   4.79351E+00,   8.28336E-03
    4.45300E+02,   5.04829E+00,   6.42030E-03
    4.45400E+02,   5.35394E+00,   4.72950E-03
    4.45500E+02,   5.66343E+00,   3.47058E-03
    4.45600E+02,   5.92001E+00,   2.68518E-03
    4.45700E+02,   6.24922E+00,   1.93197E-03
    4.45800E+02,   6.61637E+00,   1.33828E-03
    4.45900E+02,   7.01977E+00,   8.94034E-04
    4.46000E+02,   7.46612E+00,   5.72144E-04
    4.46100E+02,   7.96898E+00,   3.46031E-04
    4.46200E+02,   8.48071E+00,   2.07431E-04
    4.46300E+02,   9.02432E+00,   1.20444E-04
    4.46400E+02,   9.63496E+00,   6.54021E-05
    4.46500E+02,   1.03027E+01,   3.35422E-05
    4.46600E+02,   1.10362E+01,   1.61079E-05
    4.46700E+02,   1.18171E+01,   7.37708E-06
    4.46800E+02,   1.26464E+01,   3.21916E-06
    4.46900E+02,   1.35436E+01,   1.31248E-06
    4.47000E+02,   1.45004E+01,   5.04136E-07
    4.47100E+02,   1.55108E+01,   1.83546E-07
    4.47200E+02,   1.65654E+01,   6.39347E-08
    4.47300E+02,   1.76492E+01,   2.16299E-08
    4.47400E+02,   1.87431E+01,   7.24390E-09
    4.47500E+02,   1.98181E+01,   2.47245E-09
    4.47600E+02,   2.08390E+01,   8.90669E-10
    4.47700E+02,   2.17601E+01,   3.54558E-10
    4.47800E+02,   2.25253E+01,   1.64956E-10
    4.47900E+02,   2.30686E+01,   9.58109E-11
    4.48000E+02,   2.33031E+01,   7.57877E-11
    4.48100E+02,   2.30987E+01,   9.29732E-11
    4.48200E+02,   2.25806E+01,   1.56081E-10
    4.48300E+02,   2.18391E+01,   3.27650E-10
    4.48400E+02,   2.09383E+01,   8.06539E-10
    4.48500E+02,   1.99351E+01,   2.19939E-09
    4.48600E+02,   1.88785E+01,   6.32646E-09
    4.48700E+02,   1.78112E+01,   1.83945E-08
    4.48800E+02,   1.67954E+01,   5.07966E-08
    4.48900E+02,   1.58934E+01,   1.25199E-07
    4.49000E+02,   1.46947E+01,   4.15120E-07
    4.49100E+02,   1.37048E+01,   1.11704E-06
    4.49200E+02,   1.27924E+01,   2.78174E-06
    4.49300E+02,   1.19439E+01,   6.49896E-06
    4.49400E+02,   1.11559E+01,   1.42905E-05
    4.49500E+02,   1.04292E+01,   2.95577E-05
    4.49600E+02,   9.75503E+00,   5.80020E-05
    4.49700E+02,   9.13450E+00,   1.07879E-04
    4.49800E+02,   8.56328E+00,   1.90992E-04
    4.49900E+02,   8.03762E+00,   3.23077E-04
    4.50000E+02,   7.55486E+00,   5.23558E-04
    4.50100E+02,   7.10948E+00,   8.17320E-04
    4.50200E+02,   6.69959E+00,   1.23142E-03
    4.50300E+02,   6.32259E+00,   1.79530E-03
    4.50400E+02,   5.97521E+00,   2.54097E-03
    4.50500E+02,   5.65488E+00,   3.50039E-03
    4.50600E+02,   5.35909E+00,   4.70520E-03
    4.50700E+02,   5.08588E+00,   6.18342E-03
    4.50800E+02,   4.83323E+00,   7.96078E-03
    4.50900E+02,   4.59933E+00,   1.00586E-02
    4.51000E+02,   4.38275E+00,   1.24909E-02
    4.51100E+02,   4.18143E+00,   1.52767E-02
    4.51200E+02,   3.99433E+00,   1.84199E-02
    4.51300E+02,   3.82079E+00,   2.19105E-02
    4.51400E+02,   3.66034E+00,   2.57239E-02
    4.51500E+02,   3.50757E+00,   2.99697E-02
    4.51600E+02,   3.36605E+00,   3.45258E-02
    4.51700E+02,   3.23412E+00,   3.93950E-02
    4.51800E+02,   3.11083E+00,   4.45641E-02
    4.51900E+02,   2.99565E+00,   5.00039E-02
    4.52000E+02,   2.88750E+00,   5.57151E-02
    4.52100E+02,   2.78705E+00,   6.16024E-02
    4.52200E+02,   2.69788E+00,   6.73484E-02
    4.52300E+02,   2.60489E+00,   7.39114E-02
    4.52400E+02,   2.51628E+00,   8.07595E-02
    4.52500E+02,   2.43555E+00,   8.75494E-02
    4.52600E+02,   2.35980E+00,   9.44389E-02
    4.52700E+02,   2.28855E+00,   1.01414E-01
    4.52800E+02,   2.22146E+00,   1.08451E-01
    4.52900E+02,   2.15804E+00,   1.15551E-01
    4.53000E+02,   2.09757E+00,   1.22755E-01
    4.53100E+02,   2.04100E+00,   1.29898E-01
    4.53200E+02,   1.98654E+00,   1.37170E-01
    4.53300E+02,   1.93519E+00,   1.44397E-01
    4.53400E+02,   1.88668E+00,   1.51575E-01
    4.53500E+02,   1.84069E+00,   1.58708E-01
    4.53600E+02,   1.79767E+00,   1.65685E-01
    4.53700E+02,   1.75769E+00,   1.72443E-01
    4.53800E+02,   1.73222E+00,   1.76891E-01
    4.53900E+02,   1.67906E+00,   1.86549E-01
    4.54000E+02,   1.64110E+00,   1.93766E-01
    4.54100E+02,   1.60616E+00,   2.00656E-01
    4.54200E+02,   1.57313E+00,   2.07396E-01
    4.54300E+02,   1.54190E+00,   2.13974E-01
    4.54400E+02,   1.51256E+00,   2.20346E-01
    4.54500E+02,   1.48581E+00,   2.26319E-01
    4.54600E+02,   1.46608E+00,   2.30828E-01
    4.54700E+02,   1.45048E+00,   2.34457E-01
    4.54800E+02,   1.40919E+00,   2.44342E-01
    4.54900E+02,   1.38113E+00,   2.51294E-01
    4.55000E+02,   1.35630E+00,   2.57613E-01
    4.55100E+02,   1.33338E+00,   2.63586E-01
    4.55200E+02,   1.31168E+00,   2.69367E-01
    4.55300E+02,   1.29109E+00,   2.74971E-01
    4.55400E+02,   1.27206E+00,   2.80254E-01
    4.55500E+02,   1.25230E+00,   2.85846E-01
    4.55600E+02,   1.23456E+00,   2.90961E-01
    4.55700E+02,   1.21643E+00,   2.96286E-01
    4.55800E+02,   1.19956E+00,   3.01327E-01
    4.55900E+02,   1.18338E+00,   3.06242E-01
    4.56000E+02,   1.16791E+00,   3.11015E-01
    4.56100E+02,   1.15302E+00,   3.15682E-01
    4.56200E+02,   1.13875E+00,   3.20219E-01
    4.56300E+02,   1.12509E+00,   3.24625E-01
    4.56400E+02,   1.11210E+00,   3.28868E-01
    4.56500E+02,   1.09986E+00,   3.32916E-01
    4.56600E+02,   1.08995E+00,   3.36233E-01
    4.56700E+02,   1.07766E+00,   3.40392E-01
    4.56800E+02,   1.06647E+00,   3.44222E-01
    4.56900E+02,   1.05693E+00,   3.47521E-01
    4.57000E+02,   1.04900E+00,   3.50287E-01
    4.57100E+02,   1.04417E+00,   3.51984E-01
    4.57200E+02,   1.04637E+00,   3.51210E-01
    4.57300E+02,   1.07230E+00,   3.42219E-01
    4.57400E+02,   1.30435E+00,   2.71350E-01
    4.57500E+02,   1.08070E+00,   3.39359E-01
    4.57600E+02,   1.01617E+00,   3.61979E-01
    4.57700E+02,   9.91302E-01,   3.71093E-01
    4.57800E+02,   9.76728E-01,   3.76541E-01
    4.57900E+02,   9.64456E-01,   3.81191E-01
    4.58000E+02,   9.54556E-01,   3.84983E-01
    4.58100E+02,   9.45707E-01,   3.88405E-01
    4.58200E+02,   9.37370E-01,   3.91657E-01
