|                l_C2 |                    C2E | C2N |                l_N2 |                     N2 |                l_N3 |                     N3 |                l_O3 |                     O3 |                l_Ne2 |                    Ne2 |               l_Ne3 |                    Ne3 |               l_Ne5 |                    Ne5 |               l_Ar2 |                   Ar2 |               l_Ar3 |                    Ar3 |               l_Ar5 |                    Ar5 |                l_S3 |                     S3 |                l_O1 |                     O1 |                l_C1 |                     C1 |               l_Si2 |                    Si2 |
|               157.6 |                    1.0 | 1.0 |               205.2 |    0.02206335824018231 |   57.34299999999999 |    0.09903596840252021 |   88.35599999999998 |     0.6786184106673744 |               12.814 |                    0.0 |              15.555 |     0.2615316481337327 |               24.28 |   0.054447324215975874 |               6.985 |                   0.0 |               8.991 |    0.09811860704323434 |  13.099999999999998 |   0.005277074384301178 |   33.46999999999999 |     11.896605902937797 |   63.18399999999999 |     1.1743470001859793 |   609.6999999999999 |   0.009933298439437983 |              34.814 |     0.6352080391557479 |
| 0.23253999999999997 |  1.509170807967125e-30 | 0.0 |   76.49999999999999 | 1.5225367141951294e-08 |             0.17486 | 1.6232201752473826e-32 |  32.660999999999994 | 2.7471782951520877e-07 |              0.04607 |                    0.0 |  10.859999999999998 | 1.7360833046364523e-06 |                9.01 |  8.768480571333495e-08 |             0.09198 |                   0.0 |  6.3669199999999995 | 1.1760552746794661e-05 |                 4.9 | 3.2180260088282956e-07 |                12.0 | 0.00020386113417504153 |              44.047 | 1.1916921636106883e-06 |  230.41499999999996 | 6.1039252288450235e-09 | 0.23344000000000004 |  4.384831744000628e-34 |
| 0.23241999999999996 |                    0.0 | 0.0 |             0.65271 | 0.00018008105776427067 | 0.17467999999999997 |  1.070499364779596e-14 |  0.4931099999999999 | 0.00017678839609548038 |              0.04563 |                    0.0 | 0.38687999999999995 | 4.5244453947084105e-06 | 0.33004999999999995 |  1.718201581882222e-07 | 0.07556999999999998 |                   0.0 |  0.7135799999999999 |    0.08889479162057205 |             0.61338 | 2.7946820122643535e-07 |  0.8829899999999999 |   0.002854949284988393 |  0.6300299999999999 |                    0.0 |             0.98107 |                    0.0 | 0.23284999999999997 | 2.0594493771411243e-16 |
| 0.23226999999999998 |                    0.0 | 0.0 |              0.3059 | 3.8981895600198606e-18 | 0.17442999999999997 |                    0.0 | 0.23506999999999995 | 1.6749323213622294e-18 | 0.045529999999999994 | 1.3567594067407396e-08 |             0.17936 |  6.004874402921322e-07 | 0.15645999999999996 | 1.2345801105122712e-22 | 0.07547999999999999 | 4.908988908996256e-10 |  0.3005399999999999 | 1.3058444231655433e-05 | 0.26376999999999995 |  9.337628349715088e-21 |  0.8831599999999998 |  7.384748778072519e-17 |             0.29584 | 4.7343198741750285e-14 |             0.46194 |                    0.0 | 0.23197999999999996 |                    0.0 |
| 0.23287999999999998 | 1.5688976188592232e-30 | 0.0 |  121.88999999999999 |    0.06515229377974593 | 0.17539999999999997 | 1.7338101472782044e-34 |              51.814 |     0.5418502073111606 | 0.046239999999999996 |                    0.0 |               36.02 |    0.02492512716262377 |  14.319999999999999 |   0.050756766167526265 | 0.09320999999999999 |                   0.0 |  21.841999999999995 |   0.007427742273525657 |  7.8999999999999995 |  0.0044909793351053115 |              18.713 |      6.384444318911547 |  145.52999999999997 |    0.04994097781319632 |   370.3999999999999 |    0.05559250890110533 | 0.23501999999999998 | 3.3874969772012535e-34 |
| 0.23275999999999997 |                    0.0 | 0.0 |              0.6548 |     0.4886559639459493 | 0.17521999999999996 |  6.225334832771654e-15 | 0.49588999999999994 |      0.703189223405532 | 0.045799999999999993 |                    0.0 | 0.39674999999999994 |    1.4014239438446e-06 |             0.33459 |  0.0010704553074702154 |              0.0764 |                   0.0 |             0.77511 |    0.02164750278182302 |             0.64351 |  0.0008733872976270302 |  0.9068899999999999 |      4.490301601516419 |  0.6363799999999998 |                    0.0 |  0.9826799999999998 |                    0.0 | 0.23441999999999996 | 1.7388079914137625e-14 |
| 0.23260999999999998 |                    0.0 | 0.0 |  0.3063699999999999 |  0.0012844290939560822 | 0.17496999999999996 |                    0.0 | 0.23209999999999997 |  0.0039016397406291432 | 0.045689999999999995 |  1.352008224751715e-08 | 0.18145999999999998 | 0.00029676906009808455 | 0.15745999999999996 | 4.9069580614949815e-06 | 0.07630999999999999 | 4.855595372179759e-10 |  0.3109199999999999 |  0.0011720884283959677 |              0.2691 |  0.0006132295704083663 | 0.37216999999999995 |     1.4720177268204644 | 0.29722999999999994 | 1.2836627635918695e-11 |  0.4622899999999999 |                    0.0 |             0.23346 |                    0.0 |
|  454.53999999999996 |                    0.0 | 0.0 |  0.6583399999999999 |     1.4878419865788335 |              166.66 |  9.350115456603255e-36 |             0.50069 |      2.048376205510333 |    4.800399999999999 |                    0.0 |             0.40117 |    0.20517687191190015 | 0.34258999999999995 |   0.003049254075918269 | 0.42362999999999995 |                   0.0 |  0.8036899999999999 |  5.601333201019057e-06 |             0.70059 |  0.0018852376293631511 |  0.9530999999999997 |     11.190127906778251 |             0.63918 |                    0.0 |  0.9852999999999998 |                    0.0 |             92.3105 | 2.5974444265132938e-36 |
|  196.07999999999998 |                    0.0 | 0.0 | 0.30713999999999997 |  5.047187088406257e-06 |              70.922 |                    0.0 |             0.23314 | 1.0301667147524996e-05 |   3.8448999999999995 | 1.6066284113736603e-10 |             0.17937 |  1.501134906768089e-20 | 0.15932999999999997 |  7.637752750716904e-09 |  0.4208799999999999 | 8.803708488192294e-11 | 0.30060999999999993 |  3.108429391492634e-20 |              0.2786 |  6.011595966500206e-06 |             0.37972 |    0.02232826595937871 |             0.29592 | 1.6320827525332342e-26 | 0.46285999999999994 |                    0.0 |             35.2584 |                    0.0 |
|   344.8299999999999 |                    0.0 | 0.0 |  0.5756199999999999 |   0.020716031173518563 |             123.457 |                    0.0 | 0.43631999999999993 |   0.014438076302993007 |               19.318 |  3.197704513350547e-11 |             0.33424 | 0.00020945197384818678 |             0.29728 | 1.8193444949344045e-06 |   64.84779999999999 | 5.713848162174158e-13 |             0.51918 |  0.0004679504014752421 | 0.46252999999999994 | 0.00018637605786252183 |              0.6312 |      2.376489841720185 |             0.55773 |  9.525442793871554e-11 |             0.87295 |                    0.0 |             57.0483 |                    0.0 |
