# TABLE 1  Fit parameters for photoionization cross sections from Verner+1996, ApJ, 465, 487.
# Energies are in eV, sigma in Mb = 1e-18 cm2
Element Ion      Z  N   Eth      Emax      E0     sigma0    ya        P        yw       y0       y1  Notes
Fe      4       26 23 5.480e+1 1.067e+2 2.544e+1 3.653e+2 8.913e+0 6.538e+0 5.602e-1 0.000e+0 0.000e+0 Fe
Fe      5       26 22 7.501e+1 1.288e+2 7.256e-1 1.523e-3 3.736e+1 1.767e+1 5.064e+1 8.871e+1 5.280e-2 Fe 
Fe      6       26 21 9.906e+1 1.527e+2 2.656e+0 5.259e-1 1.450e+1 1.632e+1 1.558e+1 3.361e+1 3.743e-3 Fe
Fe      7       26 20 1.250e+2 1.783e+2 5.059e+0 2.420e+4 4.850e+4 2.374e+0 2.516e-3 4.546e-1 2.683e+1 De
Fe      8       26 19 1.511e+2 2.055e+2 7.098e-2 1.979e+1 1.745e+4 6.750e+0 2.158e+2 2.542e+3 4.672e+2 De
Fe      9       26 18 2.336e+2 9.211e+2 6.741e+0 2.687e+1 1.807e+2 6.290e+0 2.387e-4 2.494e+1 8.251e+0 C
Fe      10      26 17 2.621e+2 9.590e+2 6.886e+1 6.470e+1 2.062e+1 4.111e+0 2.778e-4 1.190e-5 6.570e-3 C
Fe      11      26 16 2.902e+2 9.983e+2 8.284e+0 3.281e+0 5.360e+1 8.571e+0 3.279e-1 2.971e+1 5.220e-1 C
Fe      12      26 15 3.308e+2 1.039e+3 6.295e+0 1.738e+0 1.130e+2 8.037e+0 3.096e-1 4.671e+1 1.425e-1 C
Fe      13      26 14 3.610e+2 1.081e+3 1.317e-1 2.791e-3 2.487e+3 9.791e+0 6.938e-1 2.170e+3 6.852e-3 C
Fe      14      26 13 3.922e+2 1.125e+3 8.509e-1 1.454e-1 1.239e+3 8.066e+0 4.937e-1 4.505e+2 2.504e+0 C
Fe      15      26 12 4.570e+2 1.181e+3 5.555e-2 2.108e+2 2.045e+4 6.033e+0 1.885e-3 2.706e-4 1.628e+0 C
Fe      16      26 11 4.893e+2 1.216e+3 2.873e+1 1.207e+1 5.150e+2 3.846e+0 0.000e+0 0.000e+0 0.000e+0 B
Fe      17      26 10 1.262e+3 7.651e+3 3.444e-1 1.452e+0 3.960e+2 1.013e+1 1.264e+0 2.891e+1 3.404e+0 C
Fe      18      26  9 1.358e+3 7.769e+3 3.190e+1 2.388e+0 2.186e+1 9.589e+0 2.902e-2 3.805e+1 4.805e-1 C
Fe      19      26  8 1.456e+3 7.918e+3 7.519e-4 6.066e-5 1.606e+6 8.813e+0 4.398e+0 1.915e+6 3.140e+1 Cd
Fe      20      26  7 1.582e+3 8.041e+3 2.011e+1 4.455e-1 4.236e+1 9.724e+0 2.757e+0 6.847e+1 3.989e+0 C
Fe      21      26  6 1.689e+3 8.184e+3 9.243e+0 1.098e+1 7.637e+1 7.962e+0 1.748e+0 4.446e+1 3.512e+0 C
Fe      22      26  5 1.799e+3 8.350e+3 9.713e+0 7.204e-2 1.853e+2 8.843e+0 9.551e-3 1.702e+2 4.263e+0 C
Fe      23      26  4 1.950e+3 8.484e+3 4.575e+1 2.580e+4 1.358e+0 2.604e+1 2.723e+1 3.582e-2 8.712e-3 C
Fe      24      26  3 2.046e+3 8.638e+3 7.326e+1 1.276e+1 4.914e+1 4.941e+0 0.000e+0 0.000e+0 0.000e+0 B
Fe      25      26  2 8.829e+3 5.000e+4 1.057e+3 1.195e+1 5.769e+1 1.718e+0 0.000e+0 0.000e+0 0.000e+0 B
Fe      26      26  1 9.278e+3 5.000e+4 2.932e+2 8.099e+1 3.288e+1 2.963e+0 0.000e+0 0.000e+0 0.000e+0 A

# Notes to Table 1
# A, B, C, D, E, F -- classes of accuracy (see text).
# b Fit to experimental cross section.
# c Fit goes through the averaged near-threshold resonances. A step-like structure of the near-threshold cross section is smoothed.
# d In the OP cross section, there is one isolated data point which is approximately two orders of magnitude larger than all neighbouring data (e.g., FeXIX cross sections are 0.2143, 103.8, and 0.2421 Mb at 1485.3, 1485.5, and 1485.6 eV, respectively). This isolated data point is not included in the averaged cross section.
# e Fit should not be extrapolated above Emax.
