 f1,f2,f3,lgn,   lgT,    lgZ, F_n2_10,F_n2_21,   F_c2, F_c1_10,F_c1_21, F_o1_10,F_o1_21,F_o1_op,F_o3_10,F_o3_21,   F_ha,   F_hb,   F_hg,  F_o3_32,F_o3_31,F_o3_43,F_o2_10,F_o2_20, F_n2_31,F_n2_32,  F_s2_a, F_s2_b,F_he1_a,F_he1_b,  F_n3
 F,F,ok,2.500, 1.500,  0.000,  -5.730, -6.280,  -5.352, -8.207, -8.715,  -7.207, -6.322, -9.673, -5.122, -6.049,  -0.927, -1.447, -1.797,  -7.869, -8.344, -8.414,-12.135,-12.067,  -6.183, -5.713,  -7.464, -6.840, -3.234, -2.770, -6.252
 F,F,ok,2.500, 2.000,  0.000,  -5.041, -4.578,  -4.355, -7.871, -8.616,  -6.951, -6.039, -9.407, -3.341, -3.832,  -0.907, -1.425, -1.775,  -7.314, -7.789, -7.937,-11.778,-11.622,  -6.081, -5.611,  -6.537, -6.263, -3.202, -2.738, -4.116
 F,F,ok,2.500, 2.500,  0.000,  -4.995, -4.217,  -4.297, -8.231, -9.113,  -6.634, -5.600, -9.327, -2.418, -2.235,  -0.913, -1.425, -1.773,  -6.487, -6.962, -7.215,-11.533,-11.403,  -6.165, -5.695,  -6.167, -6.055, -3.198, -2.736, -3.017
 F,F,ok,2.500, 3.000,  0.000,  -4.918, -4.075,  -4.065, -8.362, -9.292,  -6.212, -5.117, -9.286, -1.885, -1.592,  -0.955, -1.454, -1.798,  -6.016, -6.491, -6.777,-11.403,-11.325,  -6.208, -5.738,  -6.265, -6.227, -3.231, -2.775, -2.543
 F,F,ok,2.500, 3.500,  0.000,  -4.778, -3.959,  -3.827, -8.361, -9.309,  -5.714, -4.580, -6.569, -1.519, -1.292,  -1.049, -1.529, -1.866,  -3.429, -3.904, -6.511, -5.232, -5.231,  -4.703, -4.233,  -4.167, -4.152, -3.320, -2.875, -2.242
 F,F,ok,2.500, 4.000,  0.000,  -4.609, -3.832,  -3.777, -8.248, -9.205,  -5.284, -4.248, -3.746, -1.258, -1.120,  -1.220, -1.684, -2.014,  -0.627, -1.102, -2.824, -1.694, -1.749,  -2.770, -2.300,  -2.355, -2.393, -3.503, -3.065, -1.999
 F,F,ok,2.500, 4.500,  0.000,  -2.137, -1.409,  -1.183, -5.612, -6.575,  -4.725, -3.672, -3.162, -0.905, -0.812,  -0.707, -1.297, -1.668,   0.219, -0.258, -1.024,  0.563,  0.482,  -0.730, -0.257,  -0.443, -0.508, -3.062, -2.373, -1.079
 F,F,ok,2.500, 5.000,  0.000,  -3.971, -3.270,  -2.991, -8.235, -9.196,  -7.234, -6.167, -5.889,  0.509,  0.728,  -1.166, -1.763, -2.157,   0.765,  0.286, -0.212, -1.738, -1.824,  -2.997, -2.524,  -2.980, -3.063, -3.574, -2.977, -0.303
 F,F,ok,2.750, 1.500,  0.000,  -5.713, -6.255,  -5.324, -8.154, -8.688,  -6.954, -6.067, -9.413, -5.107, -5.979,  -0.677, -1.196, -1.547,  -7.638, -8.113, -8.182,-12.035,-11.936,  -5.939, -5.469,  -7.383, -6.683, -2.984, -2.519, -6.223
 F,F,ok,2.750, 2.000,  0.000,  -5.026, -4.547,  -4.320, -7.815, -8.592,  -6.702, -5.789, -9.152, -3.339, -3.722,  -0.658, -1.176, -1.525,  -7.075, -7.549, -7.705,-11.653,-11.440,  -5.826, -5.356,  -6.418, -6.070, -2.952, -2.488, -4.073
 F,F,ok,2.750, 2.500,  0.000,  -5.002, -4.197,  -4.283, -8.213, -9.110,  -6.409, -5.368, -9.094, -2.409, -2.089,  -0.664, -1.176, -1.524,  -6.188, -6.663, -6.939,-11.392,-11.187,  -5.920, -5.451,  -6.031, -5.836, -2.949, -2.487, -2.938
 F,F,ok,2.750, 3.000,  0.000,  -4.934, -4.047,  -4.059, -8.356, -9.294,  -5.977, -4.872, -9.040, -1.872, -1.427,  -0.705, -1.204, -1.548,  -5.704, -6.179, -6.492,-11.242,-11.085,  -5.965, -5.496,  -6.105, -5.984, -2.980, -2.524, -2.447
 F,F,ok,2.750, 3.500,  0.000,  -4.803, -3.919,  -3.821, -8.361, -9.313,  -5.501, -4.351, -6.323, -1.481, -1.098,  -0.799, -1.279, -1.616,  -3.173, -3.648, -6.204, -5.050, -4.973,  -4.454, -3.984,  -3.985, -3.899, -3.070, -2.625, -2.124
 F,F,ok,2.750, 4.000,  0.000,  -4.640, -3.780,  -3.771, -8.254, -9.215,  -5.098, -4.034, -3.504, -1.185, -0.902,  -0.970, -1.435, -1.764,  -0.375, -0.850, -2.571, -1.495, -1.487,  -2.521, -2.051,  -2.162, -2.139, -3.251, -2.809, -1.863
 F,F,ok,2.750, 4.500,  0.000,  -2.174, -1.346,  -1.172, -5.617, -6.585,  -4.538, -3.454, -2.910, -0.788, -0.571,  -0.457, -1.047, -1.419,   0.476, -0.001, -0.767,  0.766,  0.735,  -0.482, -0.009,  -0.245, -0.265, -2.759, -2.040, -0.914
 F,F,ok,2.750, 5.000,  0.000,  -4.009, -3.204,  -2.997, -8.265, -9.231,  -7.075, -5.976, -5.655,  0.621,  0.927,  -0.922, -1.519, -1.913,   1.016,  0.537,  0.040, -1.535, -1.574,  -2.749, -2.276,  -2.778, -2.829, -3.289, -2.669, -0.157
 F,F,ok,3.000, 1.500,  0.000,  -5.697, -6.233,  -5.296, -8.113, -8.663,  -6.705, -5.813, -9.151, -5.114, -5.943,  -0.427, -0.946, -1.297,  -7.416, -7.891, -7.956,-11.964,-11.844,  -5.707, -5.237,  -7.319, -6.564, -2.733, -2.269, -6.225
 F,F,ok,3.000, 2.000,  0.000,  -5.012, -4.523,  -4.289, -7.772, -8.568,  -6.472, -5.552, -8.912, -3.363, -3.667,  -0.411, -0.928, -1.278,  -6.852, -7.327, -7.486,-11.557,-11.300,  -5.576, -5.106,  -6.321, -5.918, -2.704, -2.240, -4.067
 F,F,ok,3.000, 2.500,  0.000,  -5.003, -4.182,  -4.267, -8.195, -9.100,  -6.183, -5.130, -8.854, -2.417, -1.988,  -0.415, -0.927, -1.275,  -5.909, -6.384, -6.677,-11.275,-11.007,  -5.677, -5.207,  -5.915, -5.655, -2.699, -2.236, -2.888
 F,F,ok,3.000, 3.000,  0.000,  -4.944, -4.029,  -4.054, -8.351, -9.292,  -5.751, -4.629, -8.791, -1.884, -1.304,  -0.455, -0.954, -1.297,  -5.418, -5.893, -6.231,-11.103,-10.871,  -5.723, -5.253,  -5.965, -5.770, -2.730, -2.273, -2.382
 F,F,ok,3.000, 3.500,  0.000,  -4.825, -3.899,  -3.820, -8.365, -9.320,  -5.322, -4.147, -6.092, -1.479, -0.945,  -0.549, -1.029, -1.366,  -2.918, -3.393, -5.929, -4.892, -4.732,  -4.209, -3.739,  -3.825, -3.667, -2.819, -2.374, -2.040
 F,F,ok,3.000, 4.000,  0.000,  -4.664, -3.747,  -3.767, -8.260, -9.222,  -4.927, -3.821, -3.248, -1.157, -0.719,  -0.719, -1.184, -1.514,  -0.123, -0.598, -2.318, -1.316, -1.232,  -2.271, -1.801,  -1.988, -1.895, -2.998, -2.551, -1.762
 F,F,ok,3.000, 4.500,  0.000,  -2.177, -1.275,  -1.135, -5.595, -6.564,  -4.349, -3.218, -2.656, -0.708, -0.350,  -0.204, -0.796, -1.168,   0.734,  0.257, -0.509,  0.947,  0.983,  -0.234,  0.239,  -0.072, -0.030, -2.460, -1.718, -0.759
 F,F,ok,3.000, 5.000,  0.000,  -4.046, -3.164,  -3.009, -8.296, -9.264,  -6.945, -5.797, -5.419,  0.710,  1.102,  -0.677, -1.274, -1.668,   1.267,  0.788,  0.292, -1.356, -1.331,  -2.502, -2.030,  -2.594, -2.600, -3.006, -2.367, -0.043
 F,F,ok,3.250, 1.500,  0.000,  -5.693, -6.227,  -5.283, -8.099, -8.658,  -6.509, -5.606, -8.944, -5.146, -5.938,  -0.187, -0.706, -1.056,  -7.208, -7.682, -7.741,-11.931,-11.796,  -5.496, -5.027,  -7.278, -6.490, -2.493, -2.028, -6.256
 F,F,ok,3.250, 2.000,  0.000,  -4.992, -4.498,  -4.253, -7.725, -8.533,  -6.221, -5.290, -8.639, -3.406, -3.656,  -0.160, -0.678, -1.027,  -6.647, -7.122, -7.282,-11.483,-11.197,  -5.336, -4.867,  -6.240, -5.801, -2.453, -1.989, -4.092
 F,F,ok,3.250, 2.500,  0.000,  -4.999, -4.168,  -4.247, -8.172, -9.081,  -5.949, -4.878, -8.592, -2.432, -1.923,  -0.165, -0.676, -1.024,  -5.645, -6.120, -6.425,-11.180,-10.866,  -5.439, -4.969,  -5.820, -5.515, -2.448, -1.985, -2.859
 F,F,ok,3.250, 3.000,  0.000,  -4.948, -4.017,  -4.048, -8.344, -9.288,  -5.529, -4.382, -8.528, -1.909, -1.219,  -0.205, -0.704, -1.047,  -5.150, -5.625, -5.983,-10.988,-10.693,  -5.484, -5.015,  -5.847, -5.595, -2.478, -2.021, -2.341
 F,F,ok,3.250, 3.500,  0.000,  -4.837, -3.886,  -3.818, -8.366, -9.322,  -5.146, -3.935, -5.837, -1.502, -0.833,  -0.299, -0.779, -1.116,  -2.664, -3.139, -5.677, -4.753, -4.517,  -3.965, -3.495,  -3.682, -3.460, -2.568, -2.122, -1.984
 F,F,ok,3.250, 4.000,  0.000,  -4.683, -3.730,  -3.767, -8.270, -9.233,  -4.799, -3.635, -2.999, -1.163, -0.576,  -0.469, -0.934, -1.264,   0.129, -0.347, -2.065, -1.161, -0.994,  -2.025, -1.555,  -1.840, -1.674, -2.744, -2.291, -1.693
 F,F,ok,3.250, 4.500,  0.000,  -2.166, -1.215,  -1.098, -5.570, -6.540,  -4.189, -2.995, -2.399, -0.665, -0.161,   0.051, -0.543, -0.915,   0.992,  0.516, -0.250,  1.099,  1.215,   0.010,  0.483,   0.072,  0.184, -2.170, -1.412, -0.634
 F,F,ok,3.250, 5.000,  0.000,  -4.077, -3.143,  -3.025, -8.329, -9.298,  -6.848, -5.635, -5.181,  0.773,  1.252,  -0.430, -1.028, -1.422,   1.518,  1.039,  0.545, -1.206, -1.103,  -2.258, -1.786,  -2.435, -2.380, -2.731, -2.079,  0.039
 F,F,ok,3.500, 1.500,  0.000,  -5.676, -6.208,  -5.254, -8.068, -8.632,  -6.279, -5.357, -8.680, -5.188, -5.957,   0.064, -0.456, -0.806,  -7.014, -7.489, -7.535,-11.902,-11.758,  -5.309, -4.840,  -7.241, -6.431, -2.242, -1.777, -6.307
 F,F,ok,3.500, 2.000,  0.000,  -4.972, -4.475,  -4.218, -7.682, -8.496,  -5.982, -5.031, -8.364, -3.469, -3.685,   0.090, -0.427, -0.777,  -6.464, -6.939, -7.094,-11.432,-11.127,  -5.116, -4.647,  -6.179, -5.717, -2.202, -1.737, -4.143
 F,F,ok,3.500, 2.500,  0.000,  -4.995, -4.159,  -4.230, -8.154, -9.066,  -5.754, -4.653, -8.353, -2.450, -1.886,   0.084, -0.428, -0.776,  -5.394, -5.869, -6.179,-11.113,-10.767,  -5.213, -4.743,  -5.751, -5.416, -2.198, -1.734, -2.845
 F,F,ok,3.500, 3.000,  0.000,  -4.950, -4.010,  -4.045, -8.340, -9.285,  -5.343, -4.157, -8.276, -1.935, -1.165,   0.045, -0.454, -0.797,  -4.893, -5.368, -5.741,-10.898,-10.558,  -5.253, -4.784,  -5.754, -5.462, -2.227, -1.769, -2.316
 F,F,ok,3.500, 3.500,  0.000,  -4.845, -3.878,  -3.817, -8.368, -9.324,  -5.001, -3.741, -5.580, -1.533, -0.757,  -0.049, -0.529, -0.866,  -2.412, -2.887, -5.436, -4.637, -4.338,  -3.726, -3.257,  -3.562, -3.290, -2.317, -1.870, -1.949
 F,F,ok,3.500, 4.000,  0.000,  -4.698, -3.722,  -3.770, -8.286, -9.250,  -4.719, -3.483, -2.760, -1.191, -0.473,  -0.219, -0.684, -1.014,   0.380, -0.096, -1.811, -1.029, -0.785,  -1.785, -1.315,  -1.718, -1.488, -2.490, -2.029, -1.649
 F,F,ok,3.500, 4.500,  0.000,  -2.176, -1.193,  -1.092, -5.576, -6.545,  -4.091, -2.820, -2.141, -0.659, -0.014,   0.307, -0.289, -0.662,   1.250,  0.773,  0.009,  1.223,  1.422,   0.251,  0.724,   0.184,  0.369, -1.893, -1.125, -0.560
 F,F,ok,3.500, 5.000,  0.000,  -4.102, -3.134,  -3.044, -8.367, -9.336,  -6.784, -5.496, -4.941,  0.810,  1.377,  -0.181, -0.780, -1.174,   1.768,  1.289,  0.797, -1.087, -0.899,  -2.017, -1.545,  -2.306, -2.181, -2.466, -1.804,  0.092
 F,F,ok,3.750, 1.500,  0.000,  -5.660, -6.190,  -5.226, -8.039, -8.606,  -6.067, -5.117, -8.413, -5.251, -6.000,   0.314, -0.205, -0.555,  -6.846, -7.321, -7.345,-11.884,-11.735,  -5.157, -4.687,  -7.214, -6.391, -1.990, -1.525, -6.382
 F,F,ok,3.750, 2.000,  0.000,  -4.957, -4.458,  -4.191, -7.649, -8.467,  -5.794, -4.809, -8.121, -3.554, -3.750,   0.336, -0.181, -0.530,  -6.307, -6.782, -6.926,-11.402,-11.086,  -4.926, -4.457,  -6.136, -5.661, -1.954, -1.489, -4.222
 F,F,ok,3.750, 2.500,  0.000,  -4.989, -4.149,  -4.210, -8.132, -9.045,  -5.574, -4.431, -8.103, -2.467, -1.868,   0.332, -0.179, -0.527,  -5.154, -5.629, -5.936,-11.066,-10.700,  -5.005, -4.536,  -5.701, -5.348, -1.948, -1.483, -2.840
 F,F,ok,3.750, 3.000,  0.000,  -4.951, -4.005,  -4.042, -8.336, -9.282,  -5.182, -3.944, -8.016, -1.956, -1.131,   0.295, -0.204, -0.547,  -4.644, -5.119, -5.498,-10.832,-10.462,  -5.035, -4.566,  -5.685, -5.368, -1.975, -1.516, -2.301
 F,F,ok,3.750, 3.500,  0.000,  -4.852, -3.877,  -3.820, -8.374, -9.331,  -4.909, -3.590, -5.339, -1.563, -0.708,   0.201, -0.280, -0.616,  -2.162, -2.637, -5.197, -4.545, -4.201,  -3.499, -3.030,  -3.470, -3.164, -2.065, -1.618, -1.928
 F,F,ok,3.750, 4.000,  0.000,  -4.702, -3.713,  -3.767, -8.294, -9.257,  -4.631, -3.318, -2.483, -1.225, -0.404,   0.031, -0.434, -0.763,   0.630,  0.154, -1.556, -0.916, -0.610,  -1.545, -1.075,  -1.612, -1.333, -2.236, -1.767, -1.622
 F,F,ok,3.750, 4.500,  0.000,  -2.197, -1.196,  -1.104, -5.600, -6.569,  -4.038, -2.688, -1.882, -0.677,  0.090,   0.564, -0.036, -0.409,   1.505,  1.028,  0.267,  1.320,  1.593,   0.488,  0.961,   0.269,  0.517, -1.626, -0.851, -0.522
 F,F,ok,3.750, 5.000,  0.000,  -4.123, -3.135,  -3.066, -8.412, -9.380,  -6.745, -5.384, -4.701,  0.824,  1.480,   0.069, -0.532, -0.926,   2.017,  1.538,  1.049, -0.996, -0.729,  -1.782, -1.309,  -2.209, -2.012, -2.210, -1.543,  0.123
 F,F,ok,4.000, 1.500,  0.000,  -5.645, -6.175,  -5.201, -8.014, -8.582,  -5.881, -4.886, -8.144, -5.336, -6.069,   0.565,  0.046, -0.304,  -6.714, -7.189, -7.177,-11.874,-11.722,  -5.041, -4.572,  -7.193, -6.362, -1.738, -1.273, -6.482
 F,F,ok,4.000, 2.000,  0.000,  -4.939, -4.439,  -4.163, -7.611, -8.430,  -5.599, -4.566, -7.839, -3.660, -3.843,   0.587,  0.070, -0.279,  -6.183, -6.658, -6.782,-11.380,-11.058,  -4.772, -4.303,  -6.101, -5.618, -1.702, -1.236, -4.325
 F,F,ok,4.000, 2.500,  0.000,  -4.977, -4.136,  -4.185, -8.103, -9.017,  -5.410, -4.209, -7.836, -2.483, -1.864,   0.582,  0.071, -0.277,  -4.925, -5.399, -5.696,-11.034,-10.655,  -4.823, -4.354,  -5.669, -5.304, -1.696, -1.232, -2.842
 F,F,ok,4.000, 3.000,  0.000,  -4.954, -4.006,  -4.044, -8.337, -9.284,  -5.076, -3.776, -7.778, -1.971, -1.112,   0.544,  0.045, -0.298,  -4.400, -4.875, -5.253,-10.790,-10.401,  -4.838, -4.368,  -5.640, -5.307, -1.724, -1.264, -2.292
 F,F,ok,4.000, 3.500,  0.000,  -4.851, -3.871,  -3.818, -8.373, -9.330,  -4.806, -3.427, -5.057, -1.586, -0.677,   0.451, -0.029, -0.365,  -1.914, -2.390, -4.953, -4.474, -4.100,  -3.280, -2.811,  -3.397, -3.069, -1.813, -1.365, -1.915
 F,F,ok,4.000, 4.000,  0.000,  -4.712, -3.716,  -3.773, -8.316, -9.279,  -4.624, -3.239, -2.258, -1.256, -0.360,   0.281, -0.184, -0.514,   0.878,  0.403, -1.298, -0.831, -0.480,  -1.321, -0.851,  -1.542, -1.229, -1.983, -1.509, -1.605
 F,F,ok,4.000, 4.500,  0.000,  -2.209, -1.198,  -1.111, -5.624, -6.591,  -4.003, -2.583, -1.623, -0.703,  0.159,   0.823,  0.220, -0.154,   1.758,  1.281,  0.525,  1.396,  1.726,   0.719,  1.192,   0.330,  0.627, -1.364, -0.586, -0.496
 F,F,ok,4.000, 5.000,  0.000,  -4.142, -3.143,  -3.090, -8.463, -9.431,  -6.723, -5.302, -4.462,  0.785,  1.561,   0.319, -0.283, -0.677,   2.266,  1.787,  1.303, -0.930, -0.600,  -1.554, -1.082,  -2.142, -1.882, -1.960, -1.290,  0.139
 F,F,ok,4.250, 1.500,  0.000,  -5.633, -6.163,  -5.181, -7.993, -8.562,  -5.726, -4.670, -7.872, -5.447, -6.167,   0.816,  0.298, -0.052,  -6.631, -7.106, -7.036,-11.869,-11.716,  -4.962, -4.492,  -7.179, -6.343, -1.485, -1.019, -6.610
 F,F,ok,4.250, 2.000,  0.000,  -4.932, -4.431,  -4.147, -7.587, -8.408,  -5.480, -4.380, -7.604, -3.793, -3.970,   0.832,  0.316, -0.034,  -6.102, -6.577, -6.665,-11.373,-11.047,  -4.659, -4.190,  -6.081, -5.594, -1.455, -0.989, -4.457
 F,F,ok,4.250, 2.500,  0.000,  -4.961, -4.118,  -4.153, -8.066, -8.981,  -5.260, -3.988, -7.547, -2.500, -1.869,   0.833,  0.322, -0.026,  -4.710, -5.185, -5.459,-11.009,-10.623,  -4.671, -4.202,  -5.641, -5.270, -1.444, -0.979, -2.849
 F,F,ok,4.250, 3.000,  0.000,  -4.956, -4.005,  -4.044, -8.337, -9.284,  -4.999, -3.632, -7.539, -1.980, -1.101,   0.793,  0.294, -0.049,  -4.164, -4.639, -5.006,-10.762,-10.363,  -4.668, -4.198,  -5.610, -5.268, -1.473, -1.013, -2.287
 F,F,ok,4.250, 3.500,  0.000,  -4.858, -3.874,  -3.822, -8.381, -9.339,  -4.782, -3.348, -4.825, -1.601, -0.659,   0.700,  0.220, -0.116,  -1.671, -2.146, -4.704, -4.429, -4.036,  -3.089, -2.619,  -3.355, -3.013, -1.563, -1.113, -1.907
 F,F,ok,4.250, 4.000,  0.000,  -4.713, -3.713,  -3.771, -8.325, -9.288,  -4.580, -3.137, -1.985, -1.279, -0.334,   0.531,  0.066, -0.263,   1.124,  0.648, -1.036, -0.765, -0.384,  -1.105, -0.635,  -1.484, -1.150, -1.731, -1.252, -1.595
 F,F,ok,4.250, 4.500,  0.000,  -2.229, -1.213,  -1.124, -5.656, -6.621,  -3.988, -2.514, -1.367, -0.728,  0.201,   1.081,  0.474,  0.100,   2.007,  1.530,  0.783,  1.449,  1.820,   0.938,  1.411,   0.371,  0.702, -1.108, -0.328, -0.485
 F,F,ok,4.250, 5.000,  0.000,  -4.163, -3.158,  -3.115, -8.520, -9.485,  -6.710, -5.248, -4.228,  0.751,  1.623,   0.570, -0.033, -0.428,   2.512,  2.033,  1.557, -0.885, -0.508,  -1.338, -0.866,  -2.100, -1.792, -1.715, -1.044,  0.145
 F,F,ok,4.500, 1.500,  0.000,  -5.641, -6.171,  -5.183, -7.999, -8.568,  -5.654, -4.520, -7.656, -5.598, -6.303,   1.058,  0.540,  0.190,  -6.615, -7.090, -6.932,-11.883,-11.729,  -4.918, -4.449,  -7.183, -6.345, -1.241, -0.775, -6.773
 F,F,ok,4.500, 2.000,  0.000,  -4.922, -4.422,  -4.131, -7.555, -8.376,  -5.348, -4.171, -7.316, -3.951, -4.123,   1.084,  0.568,  0.219,  -6.073, -6.548, -6.578,-11.366,-11.038,  -4.582, -4.113,  -6.067, -5.577, -1.202, -0.735, -4.614
 F,F,ok,4.500, 2.500,  0.000,  -4.952, -4.109,  -4.129, -8.042, -8.957,  -5.211, -3.863, -7.336, -2.521, -1.883,   1.079,  0.568,  0.221,  -4.516, -4.991, -5.226,-10.996,-10.607,  -4.552, -4.083,  -5.623, -5.248, -1.197, -0.731, -2.862
 F,F,ok,4.500, 3.000,  0.000,  -4.952, -4.001,  -4.039, -8.330, -9.277,  -4.928, -3.501, -7.277, -1.986, -1.094,   1.042,  0.543,  0.200,  -3.939, -4.414, -4.758,-10.743,-10.337,  -4.530, -4.060,  -5.587, -5.240, -1.222, -0.761, -2.284
 F,F,ok,4.500, 3.500,  0.000,  -4.860, -3.874,  -3.823, -8.385, -9.343,  -4.759, -3.283, -4.579, -1.610, -0.648,   0.949,  0.469,  0.133,  -1.433, -1.909, -4.448, -4.399, -3.995,  -2.923, -2.453,  -3.326, -2.977, -1.312, -0.862, -1.902
 F,F,ok,4.500, 4.000,  0.000,  -4.717, -3.716,  -3.773, -8.340, -9.302,  -4.574, -3.088, -1.740, -1.294, -0.318,   0.781,  0.316, -0.014,   1.365,  0.890, -0.767, -0.721, -0.322,  -0.913, -0.443,  -1.450, -1.103, -1.479, -0.998, -1.589
 F,F,ok,4.500, 4.500,  0.000,  -2.244, -1.227,  -1.132, -5.683, -6.647,  -3.978, -2.468, -1.118, -0.747,  0.225,   1.337,  0.727,  0.353,   2.252,  1.775,  1.043,  1.485,  1.882,   1.139,  1.612,   0.396,  0.749, -0.855, -0.074, -0.476
 F,F,ok,4.500, 5.000,  0.000,  -4.186, -3.180,  -3.142, -8.577, -9.541,  -6.699, -5.217, -4.004,  0.725,  1.668,   0.821,  0.216, -0.179,   2.756,  2.277,  1.814, -0.857, -0.449,  -1.140, -0.668,  -2.078, -1.737, -1.475, -0.803,  0.146
 F,F,ok,4.750, 1.500,  0.000,  -5.647, -6.177,  -5.184, -7.995, -8.565,  -5.568, -4.353, -7.388, -5.777, -6.474,   1.310,  0.793,  0.444,  -6.668, -7.143, -6.867,-11.891,-11.738,  -4.899, -4.430,  -7.192, -6.350, -0.985, -0.518, -6.965
 F,F,ok,4.750, 2.000,  0.000,  -4.923, -4.422,  -4.126, -7.533, -8.355,  -5.263, -4.005, -7.048, -4.139, -4.309,   1.334,  0.818,  0.469,  -6.106, -6.581, -6.525,-11.368,-11.039,  -4.539, -4.070,  -6.067, -5.574, -0.950, -0.483, -4.802
 F,F,ok,4.750, 2.500,  0.000,  -4.927, -4.084,  -4.087, -7.993, -8.908,  -5.102, -3.687, -7.032, -2.544, -1.902,   1.331,  0.820,  0.473,  -4.351, -4.826, -4.998,-10.976,-10.585,  -4.459, -3.990,  -5.600, -5.223, -0.944, -0.478, -2.878
 F,F,ok,4.750, 3.000,  0.000,  -4.954, -4.002,  -4.039, -8.329, -9.277,  -4.924, -3.448, -7.067, -1.989, -1.090,   1.289,  0.791,  0.449,  -3.730, -4.205, -4.510,-10.732,-10.323,  -4.425, -3.955,  -5.572, -5.222, -0.973, -0.512, -2.281
 F,F,ok,4.750, 3.500,  0.000,  -4.857, -3.871,  -3.821, -8.383, -9.340,  -4.729, -3.224, -4.317, -1.614, -0.641,   1.199,  0.719,  0.383,  -1.206, -1.681, -4.185, -4.378, -3.968,  -2.786, -2.317,  -3.305, -2.951, -1.062, -0.612, -1.898
 F,F,ok,4.750, 4.000,  0.000,  -4.721, -3.720,  -3.774, -8.352, -9.313,  -4.572, -3.058, -1.499, -1.304, -0.308,   1.030,  0.566,  0.236,   1.600,  1.125, -0.487, -0.693, -0.283,  -0.751, -0.281,  -1.429, -1.074, -1.229, -0.746, -1.585
 F,F,ok,4.750, 4.500,  0.000,  -2.250, -1.235,  -1.128, -5.700, -6.662,  -3.965, -2.432, -0.878, -0.758,  0.241,   1.592,  0.980,  0.606,   2.491,  2.014,  1.309,  1.508,  1.922,   1.315,  1.789,   0.411,  0.776, -0.603,  0.179, -0.461
 F,F,ok,4.750, 5.000,  0.000,  -4.215, -3.210,  -3.169, -8.631, -9.593,  -6.688, -5.204, -3.794,  0.705,  1.681,   1.071,  0.466,  0.071,   2.994,  2.515,  2.075, -0.842, -0.416,  -0.967, -0.495,  -2.071, -1.709, -1.238, -0.567,  0.143
 F,F,ok,5.000, 1.500,  0.000,  -5.689, -6.218,  -5.223, -8.036, -8.607,  -5.579, -4.283, -7.205, -5.997, -6.683,   1.547,  1.030,  0.682,  -6.792, -7.267, -6.839,-11.933,-11.779,  -4.914, -4.444,  -7.236, -6.391, -0.744, -0.277, -7.189
 F,F,ok,5.000, 2.000,  0.000,  -4.937, -4.436,  -4.137, -7.523, -8.345,  -5.219, -3.887, -6.802, -4.342, -4.510,   1.583,  1.067,  0.719,  -6.188, -6.663, -6.487,-11.381,-11.052,  -4.527, -4.057,  -6.091, -5.596, -0.698, -0.231, -5.005
 F,F,ok,5.000, 2.500,  0.000,  -4.910, -4.067,  -4.054, -7.955, -8.870,  -5.075, -3.603, -6.796, -2.573, -1.928,   1.578,  1.069,  0.722,  -4.222, -4.697, -4.776,-10.964,-10.571,  -4.389, -3.920,  -5.581, -5.204, -0.695, -0.229, -2.900
 F,F,ok,5.000, 3.000,  0.000,  -4.945, -3.992,  -4.027, -8.313, -9.261,  -4.880, -3.371, -6.800, -1.990, -1.088,   1.538,  1.041,  0.699,  -3.545, -4.020, -4.262,-10.719,-10.307,  -4.348, -3.878,  -5.554, -5.203, -0.722, -0.261, -2.279
 F,F,ok,5.000, 3.500,  0.000,  -4.856, -3.870,  -3.819, -8.382, -9.339,  -4.725, -3.201, -4.074, -1.616, -0.635,   1.447,  0.968,  0.632,  -0.994, -1.469, -3.913, -4.366, -3.952,  -2.687, -2.218,  -3.292, -2.936, -0.812, -0.362, -1.895
 F,F,ok,5.000, 4.000,  0.000,  -4.728, -3.727,  -3.777, -8.365, -9.327,  -4.592, -3.060, -1.281, -1.309, -0.303,   1.279,  0.814,  0.485,   1.824,  1.348, -0.195, -0.678, -0.262,  -0.626, -0.156,  -1.421, -1.061, -0.980, -0.495, -1.583
 F,F,ok,5.000, 4.500,  0.000,  -2.251, -1.239,  -1.117, -5.708, -6.669,  -3.949, -2.407, -0.652, -0.762,  0.250,   1.845,  1.231,  0.857,   2.720,  2.244,  1.582,  1.522,  1.945,   1.459,  1.932,   0.417,  0.790, -0.353,  0.429, -0.442
 F,F,ok,5.000, 5.000,  0.000,  -4.247, -3.246,  -3.195, -8.679, -9.641,  -6.675, -5.204, -3.605,  0.689,  1.673,   1.321,  0.715,  0.320,   3.223,  2.744,  2.341, -0.837, -0.399,  -0.826, -0.354,  -2.073, -1.699, -1.005, -0.335,  0.137
 F,F,ok,5.250, 1.500,  0.000,  -5.756, -6.284,  -5.290, -8.106, -8.678,  -5.618, -4.254, -7.036, -6.115, -6.792,   1.783,  1.268,  0.920,  -6.845, -7.320, -6.718,-11.994,-11.842,  -4.962, -4.493,  -7.314, -6.466, -0.502, -0.035, -7.304
 F,F,ok,5.250, 2.000,  0.000,  -4.974, -4.473,  -4.174, -7.543, -8.366,  -5.232, -3.839, -6.604, -4.433, -4.600,   1.827,  1.312,  0.965,  -6.191, -6.666, -6.337,-11.413,-11.084,  -4.544, -4.075,  -6.147, -5.649, -0.452,  0.015, -5.097
