[OIII] [NeIII] [ArV] [NeV] [NII] [SIII]
29.757671266014942 35.01178171065932 1.1863675750750144 7.73525405080331 83.97300474245557 5.069784797225342
32176.858474632707 35754.42803353297 25079.838789284713 49883.99492152021 22108.94076461192 20056.391032995358
40429.80761341771 403045.73156707804 90561.79708539002 3274.802243942975 443064.3644858503 6780.905232687562
